"동별","연령별","시점","계","한국인","등록외국인",
"상계8동","45~49세","2025. 1/4","1562","1555","7",
"상계8동","50~54세","2025. 1/4","1605","1600","5",
"상계8동","55~59세","2025. 1/4","1449","1446","3",
"상계8동","60~64세","2025. 1/4","1157","1155","2",
"상계8동","65~69세","2025. 1/4","1187","1186","1",
"상계8동","70~74세","2025. 1/4","863","863","-",
"상계8동","75~79세","2025. 1/4","605","605","-",
"상계8동","80~84세","2025. 1/4","400","400","-",
"상계8동","85~89세","2025. 1/4","257","256","1",
"상계8동","90~94세","2025. 1/4","108","108","-",
"상계8동","95~99세","2025. 1/4","13","13","-",
"상계8동","100세 이상","2025. 1/4","2","2","-",
"상계9동","합계","2025. 1/4","19274","19181","93",
"상계9동","0~4세","2025. 1/4","412","410","2",
"상계9동","5~9세","2025. 1/4","492","488","4",
"상계9동","10~14세","2025. 1/4","723","721","2",
"상계9동","15~19세","2025. 1/4","887","887","-",
"상계9동","20~24세","2025. 1/4","1045","1039","6",
"상계9동","25~29세","2025. 1/4","1220","1215","5",
"상계9동","30~34세","2025. 1/4","1379","1367","12",
"상계9동","35~39세","2025. 1/4","1288","1273","15",
"상계9동","40~44세","2025. 1/4","1398","1379","19",
"상계9동","45~49세","2025. 1/4","1400","1391","9",
"상계9동","50~54세","2025. 1/4","1781","1775","6",
"상계9동","55~59세","2025. 1/4","1739","1737","2",
"상계9동","60~64세","2025. 1/4","1419","1416","3",
"상계9동","65~69세","2025. 1/4","1429","1426","3",
"상계9동","70~74세","2025. 1/4","1036","1033","3",
"상계9동","75~79세","2025. 1/4","690","689","1",
"상계9동","80~84세","2025. 1/4","487","487","-",
"상계9동","85~89세","2025. 1/4","294","293","1",
"상계9동","90~94세","2025. 1/4","117","117","-",
"상계9동","95~99세","2025. 1/4","34","34","-",
"상계9동","100세 이상","2025. 1/4","4","4","-",
"상계10동","합계","2025. 1/4","17910","17841","69",
"상계10동","0~4세","2025. 1/4","507","506","1",
"상계10동","5~9세","2025. 1/4","571","569","2",
"상계10동","10~14세","2025. 1/4","665","664","1",
"상계10동","15~19세","2025. 1/4","791","791","-",
"상계10동","20~24세","2025. 1/4","917","912","5",
"상계10동","25~29세","2025. 1/4","1200","1188","12",
"상계10동","30~34세","2025. 1/4","1496","1485","11",
"상계10동","35~39세","2025. 1/4","1374","1361","13",
"상계10동","40~44세","2025. 1/4","1414","1405","9",
"상계10동","45~49세","2025. 1/4","1332","1329","3",
"상계10동","50~54세","2025. 1/4","1597","1592","5",
"상계10동","55~59세","2025. 1/4","1491","1487","4",
"상계10동","60~64세","2025. 1/4","1313","1311","2",
"상계10동","65~69세","2025. 1/4","1237","1236","1",
"상계10동","70~74세","2025. 1/4","800","800","-",
"상계10동","75~79세","2025. 1/4","528","528","-",
"상계10동","80~84세","2025. 1/4","340","340","-",
"상계10동","85~89세","2025. 1/4","225","225","-",
"상계10동","90~94세","2025. 1/4","89","89","-",
"상계10동","95~99세","2025. 1/4","19","19","-",
"상계10동","100세 이상","2025. 1/4","4","4","-",
"상계3.4동","합계","2025. 1/4","27165","27043","122",
"상계3.4동","0~4세","2025. 1/4","482","482","-",
"상계3.4동","5~9세","2025. 1/4","831","826","5",
"상계3.4동","10~14세","2025. 1/4","978","975","3",
"상계3.4동","15~19세","2025. 1/4","1099","1096","3",
"상계3.4동","20~24세","2025. 1/4","1392","1389","3",
"상계3.4동","25~29세","2025. 1/4","1563","1550","13",
"상계3.4동","30~34세","2025. 1/4","1385","1371","14",
"상계3.4동","35~39세","2025. 1/4","1398","1386","12",
"상계3.4동","40~44세","2025. 1/4","1765","1751","14",
"상계3.4동","45~49세","2025. 1/4","1869","1863","6",
"상계3.4동","50~54세","2025. 1/4","2525","2512","13",
"상계3.4동","55~59세","2025. 1/4","2479","2464","15",
"상계3.4동","60~64세","2025. 1/4","2428","2417","11",
"상계3.4동","65~69세","2025. 1/4","2317","2309","8",
"상계3.4동","70~74세","2025. 1/4","1648","1648","-",
"상계3.4동","75~79세","2025. 1/4","1281","1280","1",
"상계3.4동","80~84세","2025. 1/4","1025","1025","-",
"상계3.4동","85~89세","2025. 1/4","535","535","-",
"상계3.4동","90~94세","2025. 1/4","143","142","1",
"상계3.4동","95~99세","2025. 1/4","16","16","-",
"상계3.4동","100세 이상","2025. 1/4","6","6","-",
"상계6.7동","합계","2025. 1/4","31013","30837","176",
"상계6.7동","0~4세","2025. 1/4","794","791","3",
"상계6.7동","5~9세","2025. 1/4","868","863","5",
"상계6.7동","10~14세","2025. 1/4","1155","1152","3",
"상계6.7동","15~19세","2025. 1/4","1318","1314","4",
"상계6.7동","20~24세","2025. 1/4","1666","1645","21",
"상계6.7동","25~29세","2025. 1/4","2210","2197","13",
"상계6.7동","30~34세","2025. 1/4","2610","2578","32",
"상계6.7동","35~39세","2025. 1/4","2238","2219","19",
"상계6.7동","40~44세","2025. 1/4","2261","2240","21",
"상계6.7동","45~49세","2025. 1/4","2268","2252","16",
"상계6.7동","50~54세","2025. 1/4","2836","2822","14",
"상계6.7동","55~59세","2025. 1/4","2619","2607","12",
"상계6.7동","60~64세","2025. 1/4","2365","2359","6",
"상계6.7동","65~69세","2025. 1/4","2047","2043","4",
"상계6.7동","70~74세","2025. 1/4","1395","1392","3",
"상계6.7동","75~79세","2025. 1/4","981","981","-",
"상계6.7동","80~84세","2025. 1/4","687","687","-",
"상계6.7동","85~89세","2025. 1/4","451","451","-",
"상계6.7동","90~94세","2025. 1/4","185","185","-",
"상계6.7동","95~99세","2025. 1/4","50","50","-",
"상계6.7동","100세 이상","2025. 1/4","9","9","-",
"중계2.3동","합계","2025. 1/4","31677","31552","125",
"중계2.3동","0~4세","2025. 1/4","595","594","1",
"중계2.3동","5~9세","2025. 1/4","765","763","2",
"중계2.3동","10~14세","2025. 1/4","1127","1125","2",
"중계2.3동","15~19세","2025. 1/4","1348","1347","1",
"중계2.3동","20~24세","2025. 1/4","1604","1603","1",
"중계2.3동","25~29세","2025. 1/4","1793","1785","8",
"중계2.3동","30~34세","2025. 1/4","2051","2033","18",
"중계2.3동","35~39세","2025. 1/4","1846","1826","20",
"중계2.3동","40~44세","2025. 1/4","2071","2057","14",
"중계2.3동","45~49세","2025. 1/4","2329","2315","14",
"중계2.3동","50~54세","2025. 1/4","3000","2985","15",
"중계2.3동","55~59세","2025. 1/4","2507","2497","10",
"중계2.3동","60~64세","2025. 1/4","2475","2463","12",
"중계2.3동","65~69세","2025. 1/4","2483","2478","5",
"중계2.3동","70~74세","2025. 1/4","1870","1869","1",
"중계2.3동","75~79세","2025. 1/4","1604","1604","-",
"중계2.3동","80~84세","2025. 1/4","1221","1220","1",
"중계2.3동","85~89세","2025. 1/4","678","678","-",
"중계2.3동","90~94세","2025. 1/4","245","245","-",
"중계2.3동","95~99세","2025. 1/4","60","60","-",
"중계2.3동","100세 이상","2025. 1/4","5","5","-",
"공릉1동","합계","2025. 1/4","36411","35590","821",
"공릉1동","0~4세","2025. 1/4","522","514","8",
"공릉1동","5~9세","2025. 1/4","762","752","10",
"공릉1동","10~14세","2025. 1/4","1062","1055","7",
"공릉1동","15~19세","2025. 1/4","1383","1363","20",
"공릉1동","20~24세","2025. 1/4","3619","3353","266",
"공릉1동","25~29세","2025. 1/4","3484","3262","222",
"공릉1동","30~34세","2025. 1/4","2797","2698","99",
"공릉1동","35~39세","2025. 1/4","2178","2131","47",
"공릉1동","40~44세","2025. 1/4","2418","2390","28",
"공릉1동","45~49세","2025. 1/4","2379","2362","17",
"공릉1동","50~54세","2025. 1/4","2700","2668","32",
"공릉1동","55~59세","2025. 1/4","2791","2762","29",
"공릉1동","60~64세","2025. 1/4","2762","2742","20",
"공릉1동","65~69세","2025. 1/4","2664","2653","11",
"공릉1동","70~74세","2025. 1/4","2028","2023","5",
"공릉1동","75~79세","2025. 1/4","1262","1262","-",
"공릉1동","80~84세","2025. 1/4","954","954","-",
"공릉1동","85~89세","2025. 1/4","453","453","-",
"공릉1동","90~94세","2025. 1/4","154","154","-",
"공릉1동","95~99세","2025. 1/4","29","29","-",
"공릉1동","100세 이상","2025. 1/4","10","10","-",
"은평구","합계","2025. 1/4","464466","460055","4411",
"은평구","0~4세","2025. 1/4","9255","9185","70",
"은평구","5~9세","2025. 1/4","12413","12299","114",
"은평구","10~14세","2025. 1/4","16185","16102","83",
"은평구","15~19세","2025. 1/4","18183","18042","141",
"은평구","20~24세","2025. 1/4","24110","23751","359",
"은평구","25~29세","2025. 1/4","35473","34981","492",
"은평구","30~34세","2025. 1/4","37628","37085","543",
"은평구","35~39세","2025. 1/4","29949","29398","551",
"은평구","40~44세","2025. 1/4","33723","33230","493",
"은평구","45~49세","2025. 1/4","33616","33267","349",
"은평구","50~54세","2025. 1/4","40585","40253","332",
"은평구","55~59세","2025. 1/4","37614","37284","330",
"은평구","60~64세","2025. 1/4","36298","36034","264",
"은평구","65~69세","2025. 1/4","33310","33158","152",
"은평구","70~74세","2025. 1/4","23825","23759","66",
"은평구","75~79세","2025. 1/4","18662","18630","32",
"은평구","80~84세","2025. 1/4","13640","13619","21",
"은평구","85~89세","2025. 1/4","7211","7198","13",
"은평구","90~94세","2025. 1/4","2226","2223","3",
"은평구","95~99세","2025. 1/4","489","486","3",
"은평구","100세 이상","2025. 1/4","71","71","-",
"녹번동","합계","2025. 1/4","35808","35402","406",
"녹번동","0~4세","2025. 1/4","857","848","9",
"녹번동","5~9세","2025. 1/4","978","970","8",
"녹번동","10~14세","2025. 1/4","1046","1039","7",
"녹번동","15~19세","2025. 1/4","1033","1011","22",
"녹번동","20~24세","2025. 1/4","1648","1628","20",
"녹번동","25~29세","2025. 1/4","2611","2573","38",
"녹번동","30~34세","2025. 1/4","3087","3047","40",
"녹번동","35~39세","2025. 1/4","2560","2506","54",
"녹번동","40~44세","2025. 1/4","2735","2686","49",
"녹번동","45~49세","2025. 1/4","2468","2443","25",
"녹번동","50~54세","2025. 1/4","2979","2946","33",
"녹번동","55~59세","2025. 1/4","2866","2835","31",
"녹번동","60~64세","2025. 1/4","2869","2843","26",
"녹번동","65~69세","2025. 1/4","2591","2573","18",
"녹번동","70~74세","2025. 1/4","1960","1949","11",
"녹번동","75~79세","2025. 1/4","1549","1542","7",
"녹번동","80~84세","2025. 1/4","1144","1140","4",
"녹번동","85~89세","2025. 1/4","595","593","2",
"녹번동","90~94세","2025. 1/4","179","178","1",
"녹번동","95~99세","2025. 1/4","49","48","1",
"녹번동","100세 이상","2025. 1/4","4","4","-",
"불광1동","합계","2025. 1/4","37656","37396","260",
"불광1동","0~4세","2025. 1/4","753","750","3",
"불광1동","5~9세","2025. 1/4","852","851","1",
"불광1동","10~14세","2025. 1/4","1103","1100","3",
"불광1동","15~19세","2025. 1/4","1185","1182","3",
"불광1동","20~24세","2025. 1/4","1837","1828","9",
"불광1동","25~29세","2025. 1/4","2983","2959","24",
"불광1동","30~34세","2025. 1/4","3113","3079","34",
"불광1동","35~39세","2025. 1/4","2412","2370","42",
"불광1동","40~44세","2025. 1/4","2503","2475","28",
"불광1동","45~49세","2025. 1/4","2547","2531","16",
"불광1동","50~54세","2025. 1/4","3147","3127","20",
"불광1동","55~59세","2025. 1/4","3189","3161","28",
"불광1동","60~64세","2025. 1/4","3207","3186","21",
"불광1동","65~69세","2025. 1/4","2925","2913","12",
"불광1동","70~74세","2025. 1/4","1996","1985","11",
"불광1동","75~79세","2025. 1/4","1625","1622","3",
"불광1동","80~84세","2025. 1/4","1273","1272","1",
"불광1동","85~89세","2025. 1/4","726","726","-",
"불광1동","90~94세","2025. 1/4","228","227","1",
"불광1동","95~99세","2025. 1/4","45","45","-",
"불광1동","100세 이상","2025. 1/4","7","7","-",
"갈현1동","합계","2025. 1/4","14326","14181","145",
"갈현1동","0~4세","2025. 1/4","156","154","2",
"갈현1동","5~9세","2025. 1/4","252","249","3",
"갈현1동","10~14세","2025. 1/4","416","415","1",
"갈현1동","15~19세","2025. 1/4","482","476","6",
"갈현1동","20~24세","2025. 1/4","749","742","7",
"갈현1동","25~29세","2025. 1/4","1272","1259","13",
"갈현1동","30~34세","2025. 1/4","1263","1243","20",
"갈현1동","35~39세","2025. 1/4","854","843","11",
"갈현1동","40~44세","2025. 1/4","918","899","19",
"갈현1동","45~49세","2025. 1/4","937","922","15",
"갈현1동","50~54세","2025. 1/4","1279","1263","16",
"갈현1동","55~59세","2025. 1/4","1166","1154","12",
"갈현1동","60~64세","2025. 1/4","1209","1198","11",
"갈현1동","65~69세","2025. 1/4","1163","1160","3",
"갈현1동","70~74세","2025. 1/4","789","787","2",
"갈현1동","75~79세","2025. 1/4","658","655","3",
"갈현1동","80~84세","2025. 1/4","449","449","-",
"갈현1동","85~89세","2025. 1/4","218","218","-",
"갈현1동","90~94세","2025. 1/4","77","77","-",
"갈현1동","95~99세","2025. 1/4","15","14","1",
"갈현1동","100세 이상","2025. 1/4","4","4","-",
"갈현2동","합계","2025. 1/4","27412","27147","265",
"갈현2동","0~4세","2025. 1/4","314","312","2",
"갈현2동","5~9세","2025. 1/4","572","566","6",
"갈현2동","10~14세","2025. 1/4","924","920","4",
"갈현2동","15~19세","2025. 1/4","1207","1170","37",
"갈현2동","20~24세","2025. 1/4","1574","1557","17",
"갈현2동","25~29세","2025. 1/4","2247","2221","26",
"갈현2동","30~34세","2025. 1/4","2095","2068","27",
"갈현2동","35~39세","2025. 1/4","1559","1530","29",
"갈현2동","40~44세","2025. 1/4","1783","1758","25",
"갈현2동","45~49세","2025. 1/4","2041","2017","24",
"갈현2동","50~54세","2025. 1/4","2547","2525","22",
"갈현2동","55~59세","2025. 1/4","2395","2372","23",
"갈현2동","60~64세","2025. 1/4","2280","2264","16",
"갈현2동","65~69세","2025. 1/4","2005","2002","3",
"갈현2동","70~74세","2025. 1/4","1374","1372","2",
"갈현2동","75~79세","2025. 1/4","1143","1141","2",
"갈현2동","80~84세","2025. 1/4","777","777","-",
"갈현2동","85~89세","2025. 1/4","434","434","-",
"갈현2동","90~94세","2025. 1/4","117","117","-",
"갈현2동","95~99세","2025. 1/4","23","23","-",
"갈현2동","100세 이상","2025. 1/4","1","1","-",
"구산동","합계","2025. 1/4","31085","30874","211",
"구산동","0~4세","2025. 1/4","410","406","4",
"구산동","5~9세","2025. 1/4","696","690","6",
"구산동","10~14세","2025. 1/4","1077","1070","7",
"구산동","15~19세","2025. 1/4","1322","1320","2",
"구산동","20~24세","2025. 1/4","1675","1664","11",
"구산동","25~29세","2025. 1/4","2272","2252","20",
"구산동","30~34세","2025. 1/4","2201","2181","20",
"구산동","35~39세","2025. 1/4","1607","1568","39",
"구산동","40~44세","2025. 1/4","2086","2061","25",
"구산동","45~49세","2025. 1/4","2158","2145","13",
"구산동","50~54세","2025. 1/4","2945","2929","16",
"구산동","55~59세","2025. 1/4","2728","2712","16",
"구산동","60~64세","2025. 1/4","2797","2780","17",
"구산동","65~69세","2025. 1/4","2426","2418","8",
"구산동","70~74세","2025. 1/4","1724","1720","4",
"구산동","75~79세","2025. 1/4","1309","1309","-",
"구산동","80~84세","2025. 1/4","966","964","2",
"구산동","85~89세","2025. 1/4","497","496","1",
"구산동","90~94세","2025. 1/4","147","147","-",
"구산동","95~99세","2025. 1/4","38","38","-",
"구산동","100세 이상","2025. 1/4","4","4","-",
"대조동","합계","2025. 1/4","27500","27116","384",
"대조동","0~4세","2025. 1/4","379","374","5",
"대조동","5~9세","2025. 1/4","426","418","8",
"대조동","10~14세","2025. 1/4","602","594","8",
"대조동","15~19세","2025. 1/4","746","736","10",
"대조동","20~24세","2025. 1/4","1595","1555","40",
"대조동","25~29세","2025. 1/4","3305","3232","73",
"대조동","30~34세","2025. 1/4","3389","3339","50",
"대조동","35~39세","2025. 1/4","1930","1890","40",
"대조동","40~44세","2025. 1/4","1723","1694","29",
"대조동","45~49세","2025. 1/4","1690","1665","25",
"대조동","50~54세","2025. 1/4","2047","2023","24",
"대조동","55~59세","2025. 1/4","1996","1968","28",
"대조동","60~64세","2025. 1/4","1955","1935","20",
"대조동","65~69세","2025. 1/4","1797","1780","17",
"대조동","70~74세","2025. 1/4","1288","1285","3",
"대조동","75~79세","2025. 1/4","1161","1158","3",
"대조동","80~84세","2025. 1/4","861","860","1",
"대조동","85~89세","2025. 1/4","461","461","-",
"대조동","90~94세","2025. 1/4","120","120","-",
"대조동","95~99세","2025. 1/4","25","25","-",
"대조동","100세 이상","2025. 1/4","4","4","-",
"응암1동","합계","2025. 1/4","32485","32119","366",
"응암1동","0~4세","2025. 1/4","839","830","9",
"응암1동","5~9세","2025. 1/4","1068","1062","6",
"응암1동","10~14세","2025. 1/4","1236","1229","7",
"응암1동","15~19세","2025. 1/4","1290","1288","2",
"응암1동","20~24세","2025. 1/4","1726","1700","26",
"응암1동","25~29세","2025. 1/4","2488","2438","50",
"응암1동","30~34세","2025. 1/4","2745","2690","55",
"응암1동","35~39세","2025. 1/4","2454","2413","41",
"응암1동","40~44세","2025. 1/4","2667","2633","34",
"응암1동","45~49세","2025. 1/4","2496","2465","31",
"응암1동","50~54세","2025. 1/4","2755","2727","28",
"응암1동","55~59세","2025. 1/4","2527","2500","27",
"응암1동","60~64세","2025. 1/4","2205","2184","21",
"응암1동","65~69세","2025. 1/4","1983","1964","19",
"응암1동","70~74세","2025. 1/4","1401","1394","7",
"응암1동","75~79세","2025. 1/4","1182","1181","1",
"응암1동","80~84세","2025. 1/4","813","811","2",
"응암1동","85~89세","2025. 1/4","447","447","-",
"응암1동","90~94세","2025. 1/4","133","133","-",
"응암1동","95~99세","2025. 1/4","24","24","-",
"응암1동","100세 이상","2025. 1/4","6","6","-",
"응암2동","합계","2025. 1/4","27281","27066","215",
"응암2동","0~4세","2025. 1/4","1082","1078","4",
"응암2동","5~9세","2025. 1/4","1439","1430","9",
"응암2동","10~14세","2025. 1/4","1517","1513","4",
"응암2동","15~19세","2025. 1/4","1163","1158","5",
"응암2동","20~24세","2025. 1/4","1071","1055","16",
"응암2동","25~29세","2025. 1/4","1302","1288","14",
"응암2동","30~34세","2025. 1/4","1753","1736","17",
"응암2동","35~39세","2025. 1/4","2264","2233","31",
"응암2동","40~44세","2025. 1/4","2906","2873","33",
"응암2동","45~49세","2025. 1/4","2561","2540","21",
"응암2동","50~54세","2025. 1/4","2342","2327","15",
"응암2동","55~59세","2025. 1/4","1794","1780","14",
"응암2동","60~64세","2025. 1/4","1574","1562","12",
"응암2동","65~69세","2025. 1/4","1529","1519","10",
"응암2동","70~74세","2025. 1/4","1099","1095","4",
"응암2동","75~79세","2025. 1/4","838","836","2",
"응암2동","80~84세","2025. 1/4","595","594","1",
"응암2동","85~89세","2025. 1/4","321","318","3",
"응암2동","90~94세","2025. 1/4","109","109","-",
"응암2동","95~99세","2025. 1/4","19","19","-",
"응암2동","100세 이상","2025. 1/4","3","3","-",
"신사1동","합계","2025. 1/4","26217","25996","221",
"신사1동","0~4세","2025. 1/4","443","442","1",
"신사1동","5~9세","2025. 1/4","614","610","4",
"신사1동","10~14세","2025. 1/4","789","786","3",
"신사1동","15~19세","2025. 1/4","947","946","1",
"신사1동","20~24세","2025. 1/4","1356","1351","5",
"신사1동","25~29세","2025. 1/4","2011","1992","19",
"신사1동","30~34세","2025. 1/4","2112","2077","35",
"신사1동","35~39세","2025. 1/4","1681","1650","31",
"신사1동","40~44세","2025. 1/4","1820","1797","23",
"신사1동","45~49세","2025. 1/4","1856","1830","26",
"신사1동","50~54세","2025. 1/4","2250","2231","19",
"신사1동","55~59세","2025. 1/4","2227","2204","23",
"신사1동","60~64세","2025. 1/4","2169","2154","15",
"신사1동","65~69세","2025. 1/4","2109","2097","12",
"신사1동","70~74세","2025. 1/4","1380","1377","3",
"신사1동","75~79세","2025. 1/4","1120","1120","-",
"신사1동","80~84세","2025. 1/4","807","807","-",
"신사1동","85~89세","2025. 1/4","381","381","-",
"신사1동","90~94세","2025. 1/4","120","120","-",
"신사1동","95~99세","2025. 1/4","21","20","1",
"신사1동","100세 이상","2025. 1/4","4","4","-",
"신사2동","합계","2025. 1/4","18792","18610","182",
"신사2동","0~4세","2025. 1/4","318","315","3",
"신사2동","5~9세","2025. 1/4","444","442","2",
"신사2동","10~14세","2025. 1/4","597","594","3",
"신사2동","15~19세","2025. 1/4","704","697","7",
"신사2동","20~24세","2025. 1/4","933","912","21",
"신사2동","25~29세","2025. 1/4","1325","1308","17",
"신사2동","30~34세","2025. 1/4","1534","1506","28",
"신사2동","35~39세","2025. 1/4","1147","1125","22",
"신사2동","40~44세","2025. 1/4","1356","1334","22",
"신사2동","45~49세","2025. 1/4","1290","1280","10",
"신사2동","50~54세","2025. 1/4","1585","1567","18",
"신사2동","55~59세","2025. 1/4","1558","1547","11",
"신사2동","60~64세","2025. 1/4","1596","1590","6",
"신사2동","65~69세","2025. 1/4","1541","1533","8",
"신사2동","70~74세","2025. 1/4","1144","1143","1",
"신사2동","75~79세","2025. 1/4","760","759","1",
"신사2동","80~84세","2025. 1/4","537","536","1",
"신사2동","85~89세","2025. 1/4","299","298","1",
"신사2동","90~94세","2025. 1/4","100","100","-",
"신사2동","95~99세","2025. 1/4","18","18","-",
"신사2동","100세 이상","2025. 1/4","6","6","-",
"증산동","합계","2025. 1/4","15753","15606","147",
"증산동","0~4세","2025. 1/4","407","404","3",
"증산동","5~9세","2025. 1/4","482","478","4",
"증산동","10~14세","2025. 1/4","497","492","5",
"증산동","15~19세","2025. 1/4","638","632","6",
"증산동","20~24세","2025. 1/4","888","877","11",
"증산동","25~29세","2025. 1/4","1075","1058","17",
"증산동","30~34세","2025. 1/4","1200","1183","17",
"증산동","35~39세","2025. 1/4","1061","1038","23",
"증산동","40~44세","2025. 1/4","1168","1146","22",
"증산동","45~49세","2025. 1/4","1055","1044","11",
"증산동","50~54세","2025. 1/4","1459","1453","6",
"증산동","55~59세","2025. 1/4","1289","1281","8",
"증산동","60~64세","2025. 1/4","1187","1180","7",
"증산동","65~69세","2025. 1/4","1132","1128","4",
"증산동","70~74세","2025. 1/4","849","849","-",
"증산동","75~79세","2025. 1/4","629","627","2",
"증산동","80~84세","2025. 1/4","437","436","1",
"증산동","85~89세","2025. 1/4","222","222","-",
"증산동","90~94세","2025. 1/4","54","54","-",
"증산동","95~99세","2025. 1/4","22","22","-",
"증산동","100세 이상","2025. 1/4","2","2","-",
"수색동","합계","2025. 1/4","21306","21078","228",
"수색동","0~4세","2025. 1/4","931","916","15",
"수색동","5~9세","2025. 1/4","896","869","27",
"수색동","10~14세","2025. 1/4","664","647","17",
"수색동","15~19세","2025. 1/4","791","782","9",
"수색동","20~24세","2025. 1/4","1142","1134","8",
"수색동","25~29세","2025. 1/4","1400","1382","18",
"수색동","30~34세","2025. 1/4","1907","1873","34",
"수색동","35~39세","2025. 1/4","1836","1808","28",
"수색동","40~44세","2025. 1/4","1705","1670","35",
"수색동","45~49세","2025. 1/4","1375","1361","14",
"수색동","50~54세","2025. 1/4","1919","1911","8",
"수색동","55~59세","2025. 1/4","1750","1746","4",
"수색동","60~64세","2025. 1/4","1494","1490","4",
"수색동","65~69세","2025. 1/4","1314","1311","3",
"수색동","70~74세","2025. 1/4","825","823","2",
"수색동","75~79세","2025. 1/4","566","565","1",
"수색동","80~84세","2025. 1/4","418","418","-",
"수색동","85~89세","2025. 1/4","242","241","1",
"수색동","90~94세","2025. 1/4","100","100","-",
"수색동","95~99세","2025. 1/4","30","30","-",
"수색동","100세 이상","2025. 1/4","1","1","-",
"진관동","합계","2025. 1/4","53429","53215","214",
"진관동","0~4세","2025. 1/4","1054","1053","1",
"진관동","5~9세","2025. 1/4","1909","1907","2",
"진관동","10~14세","2025. 1/4","3091","3090","1",
"진관동","15~19세","2025. 1/4","3635","3635","-",
"진관동","20~24세","2025. 1/4","3126","3121","5",
"진관동","25~29세","2025. 1/4","3406","3393","13",
"진관동","30~34세","2025. 1/4","3196","3166","30",
"진관동","35~39세","2025. 1/4","2864","2836","28",
"진관동","40~44세","2025. 1/4","3806","3771","35",
"진관동","45~49세","2025. 1/4","4661","4631","30",
"진관동","50~54세","2025. 1/4","5270","5247","23",
"진관동","55~59세","2025. 1/4","4100","4081","19",
"진관동","60~64세","2025. 1/4","3556","3540","16",
"진관동","65~69세","2025. 1/4","3383","3381","2",
"진관동","70~74세","2025. 1/4","2389","2384","5",
"진관동","75~79세","2025. 1/4","1766","1764","2",
"진관동","80~84세","2025. 1/4","1220","1219","1",
"진관동","85~89세","2025. 1/4","684","683","1",
"진관동","90~94세","2025. 1/4","245","245","-",
"진관동","95~99세","2025. 1/4","58","58","-",
"진관동","100세 이상","2025. 1/4","10","10","-",
"불광2동","합계","2025. 1/4","26716","26468","248",
"불광2동","0~4세","2025. 1/4","295","291","4",
"불광2동","5~9세","2025. 1/4","406","403","3",
"불광2동","10~14세","2025. 1/4","595","594","1",
"불광2동","15~19세","2025. 1/4","745","744","1",
"불광2동","20~24세","2025. 1/4","1339","1321","18",
"불광2동","25~29세","2025. 1/4","2331","2308","23",
"불광2동","30~34세","2025. 1/4","2331","2301","30",
"불광2동","35~39세","2025. 1/4","1520","1490","30",
"불광2동","40~44세","2025. 1/4","1684","1657","27",
"불광2동","45~49세","2025. 1/4","1642","1617","25",
"불광2동","50~54세","2025. 1/4","2182","2157","25",
"불광2동","55~59세","2025. 1/4","2383","2364","19",
"불광2동","60~64세","2025. 1/4","2451","2428","23",
"불광2동","65~69세","2025. 1/4","2256","2248","8",
"불광2동","70~74세","2025. 1/4","1612","1608","4",
"불광2동","75~79세","2025. 1/4","1294","1291","3",
"불광2동","80~84세","2025. 1/4","999","997","2",
"불광2동","85~89세","2025. 1/4","492","491","1",
"불광2동","90~94세","2025. 1/4","126","125","1",
"불광2동","95~99세","2025. 1/4","29","29","-",
"불광2동","100세 이상","2025. 1/4","4","4","-",
"응암3동","합계","2025. 1/4","23560","23100","460",
"응암3동","0~4세","2025. 1/4","265","263","2",
"응암3동","5~9세","2025. 1/4","361","349","12",
"응암3동","10~14세","2025. 1/4","549","544","5",
"응암3동","15~19세","2025. 1/4","673","652","21",
"응암3동","20~24세","2025. 1/4","1270","1160","110",
"응암3동","25~29세","2025. 1/4","1999","1928","71",
"응암3동","30~34세","2025. 1/4","2006","1957","49",
"응암3동","35~39세","2025. 1/4","1348","1310","38",
"응암3동","40~44세","2025. 1/4","1503","1477","26",
"응암3동","45~49세","2025. 1/4","1469","1434","35",
"응암3동","50~54세","2025. 1/4","1967","1939","28",
"응암3동","55~59세","2025. 1/4","1891","1867","24",
"응암3동","60~64세","2025. 1/4","2023","1999","24",
"응암3동","65~69세","2025. 1/4","1881","1870","11",
"응암3동","70~74세","2025. 1/4","1474","1473","1",
"응암3동","75~79세","2025. 1/4","1208","1206","2",
"응암3동","80~84세","2025. 1/4","958","957","1",
"응암3동","85~89세","2025. 1/4","508","508","-",
"응암3동","90~94세","2025. 1/4","162","162","-",
"응암3동","95~99세","2025. 1/4","41","41","-",
"응암3동","100세 이상","2025. 1/4","4","4","-",
"역촌동","합계","2025. 1/4","45140","44681","459",
"역촌동","0~4세","2025. 1/4","752","749","3",
"역촌동","5~9세","2025. 1/4","1018","1005","13",
"역촌동","10~14세","2025. 1/4","1482","1475","7",
"역촌동","15~19세","2025. 1/4","1622","1613","9",
"역촌동","20~24세","2025. 1/4","2181","2146","35",
"역촌동","25~29세","2025. 1/4","3446","3390","56",
"역촌동","30~34세","2025. 1/4","3696","3639","57",
"역촌동","35~39세","2025. 1/4","2852","2788","64",
"역촌동","40~44세","2025. 1/4","3360","3299","61",
"역촌동","45~49세","2025. 1/4","3370","3342","28",
"역촌동","50~54세","2025. 1/4","3912","3881","31",
"역촌동","55~59세","2025. 1/4","3755","3712","43",
"역촌동","60~64세","2025. 1/4","3726","3701","25",
"역촌동","65~69세","2025. 1/4","3275","3261","14",
