"동별","연령별","시점","계","한국인","등록외국인",
"역촌동","70~74세","2025. 1/4","2521","2515","6",
"역촌동","75~79세","2025. 1/4","1854","1854","-",
"역촌동","80~84세","2025. 1/4","1386","1382","4",
"역촌동","85~89세","2025. 1/4","684","681","3",
"역촌동","90~94세","2025. 1/4","209","209","-",
"역촌동","95~99세","2025. 1/4","32","32","-",
"역촌동","100세 이상","2025. 1/4","7","7","-",
"서대문구","합계","2025. 1/4","318085","301943","16142",
"서대문구","0~4세","2025. 1/4","7002","6933","69",
"서대문구","5~9세","2025. 1/4","9174","9050","124",
"서대문구","10~14세","2025. 1/4","10684","10502","182",
"서대문구","15~19세","2025. 1/4","12050","11434","616",
"서대문구","20~24세","2025. 1/4","25969","20434","5535",
"서대문구","25~29세","2025. 1/4","30099","25956","4143",
"서대문구","30~34세","2025. 1/4","25802","24177","1625",
"서대문구","35~39세","2025. 1/4","21340","20440","900",
"서대문구","40~44세","2025. 1/4","22609","21918","691",
"서대문구","45~49세","2025. 1/4","20969","20456","513",
"서대문구","50~54세","2025. 1/4","25326","24864","462",
"서대문구","55~59세","2025. 1/4","23742","23373","369",
"서대문구","60~64세","2025. 1/4","22363","22032","331",
"서대문구","65~69세","2025. 1/4","19927","19677","250",
"서대문구","70~74세","2025. 1/4","13850","13707","143",
"서대문구","75~79세","2025. 1/4","11276","11192","84",
"서대문구","80~84세","2025. 1/4","8827","8769","58",
"서대문구","85~89세","2025. 1/4","5067","5039","28",
"서대문구","90~94세","2025. 1/4","1571","1558","13",
"서대문구","95~99세","2025. 1/4","367","364","3",
"서대문구","100세 이상","2025. 1/4","71","68","3",
"천연동","합계","2025. 1/4","16647","16447","200",
"천연동","0~4세","2025. 1/4","490","488","2",
"천연동","5~9세","2025. 1/4","496","493","3",
"천연동","10~14세","2025. 1/4","520","517","3",
"천연동","15~19세","2025. 1/4","689","683","6",
"천연동","20~24세","2025. 1/4","839","825","14",
"천연동","25~29세","2025. 1/4","1064","1039","25",
"천연동","30~34세","2025. 1/4","1253","1223","30",
"천연동","35~39세","2025. 1/4","1147","1132","15",
"천연동","40~44세","2025. 1/4","1192","1166","26",
"천연동","45~49세","2025. 1/4","1155","1139","16",
"천연동","50~54세","2025. 1/4","1508","1489","19",
"천연동","55~59세","2025. 1/4","1372","1358","14",
"천연동","60~64세","2025. 1/4","1392","1382","10",
"천연동","65~69세","2025. 1/4","1090","1080","10",
"천연동","70~74세","2025. 1/4","788","785","3",
"천연동","75~79세","2025. 1/4","648","646","2",
"천연동","80~84세","2025. 1/4","528","527","1",
"천연동","85~89세","2025. 1/4","340","340","-",
"천연동","90~94세","2025. 1/4","107","107","-",
"천연동","95~99세","2025. 1/4","27","26","1",
"천연동","100세 이상","2025. 1/4","2","2","-",
"홍제1동","합계","2025. 1/4","24770","24503","267",
"홍제1동","0~4세","2025. 1/4","608","606","2",
"홍제1동","5~9세","2025. 1/4","714","708","6",
"홍제1동","10~14세","2025. 1/4","807","802","5",
"홍제1동","15~19세","2025. 1/4","886","877","9",
"홍제1동","20~24세","2025. 1/4","1338","1319","19",
"홍제1동","25~29세","2025. 1/4","1668","1641","27",
"홍제1동","30~34세","2025. 1/4","1879","1847","32",
"홍제1동","35~39세","2025. 1/4","1708","1682","26",
"홍제1동","40~44세","2025. 1/4","1802","1769","33",
"홍제1동","45~49세","2025. 1/4","1673","1657","16",
"홍제1동","50~54세","2025. 1/4","2218","2204","14",
"홍제1동","55~59세","2025. 1/4","2085","2070","15",
"홍제1동","60~64세","2025. 1/4","1963","1936","27",
"홍제1동","65~69세","2025. 1/4","1800","1789","11",
"홍제1동","70~74세","2025. 1/4","1279","1268","11",
"홍제1동","75~79세","2025. 1/4","979","977","2",
"홍제1동","80~84세","2025. 1/4","774","767","7",
"홍제1동","85~89세","2025. 1/4","431","430","1",
"홍제1동","90~94세","2025. 1/4","120","117","3",
"홍제1동","95~99세","2025. 1/4","34","33","1",
"홍제1동","100세 이상","2025. 1/4","4","4","-",
"홍제3동","합계","2025. 1/4","17608","17431","177",
"홍제3동","0~4세","2025. 1/4","421","421","-",
"홍제3동","5~9세","2025. 1/4","505","502","3",
"홍제3동","10~14세","2025. 1/4","483","480","3",
"홍제3동","15~19세","2025. 1/4","598","594","4",
"홍제3동","20~24세","2025. 1/4","940","923","17",
"홍제3동","25~29세","2025. 1/4","1255","1238","17",
"홍제3동","30~34세","2025. 1/4","1230","1209","21",
"홍제3동","35~39세","2025. 1/4","1196","1174","22",
"홍제3동","40~44세","2025. 1/4","1215","1200","15",
"홍제3동","45~49세","2025. 1/4","1044","1030","14",
"홍제3동","50~54세","2025. 1/4","1496","1476","20",
"홍제3동","55~59세","2025. 1/4","1556","1546","10",
"홍제3동","60~64세","2025. 1/4","1405","1388","17",
"홍제3동","65~69세","2025. 1/4","1348","1335","13",
"홍제3동","70~74세","2025. 1/4","945","944","1",
"홍제3동","75~79세","2025. 1/4","769","769","-",
"홍제3동","80~84세","2025. 1/4","680","680","-",
"홍제3동","85~89세","2025. 1/4","402","402","-",
"홍제3동","90~94세","2025. 1/4","94","94","-",
"홍제3동","95~99세","2025. 1/4","23","23","-",
"홍제3동","100세 이상","2025. 1/4","3","3","-",
"홍제2동","합계","2025. 1/4","12247","12156","91",
"홍제2동","0~4세","2025. 1/4","297","297","-",
"홍제2동","5~9세","2025. 1/4","298","298","-",
"홍제2동","10~14세","2025. 1/4","349","347","2",
"홍제2동","15~19세","2025. 1/4","427","427","-",
"홍제2동","20~24세","2025. 1/4","607","596","11",
"홍제2동","25~29세","2025. 1/4","748","734","14",
"홍제2동","30~34세","2025. 1/4","943","930","13",
"홍제2동","35~39세","2025. 1/4","910","901","9",
"홍제2동","40~44세","2025. 1/4","775","765","10",
"홍제2동","45~49세","2025. 1/4","727","720","7",
"홍제2동","50~54세","2025. 1/4","1052","1044","8",
"홍제2동","55~59세","2025. 1/4","1102","1097","5",
"홍제2동","60~64세","2025. 1/4","1142","1140","2",
"홍제2동","65~69세","2025. 1/4","971","967","4",
"홍제2동","70~74세","2025. 1/4","625","623","2",
"홍제2동","75~79세","2025. 1/4","549","548","1",
"홍제2동","80~84세","2025. 1/4","404","403","1",
"홍제2동","85~89세","2025. 1/4","229","228","1",
"홍제2동","90~94세","2025. 1/4","76","75","1",
"홍제2동","95~99세","2025. 1/4","13","13","-",
"홍제2동","100세 이상","2025. 1/4","3","3","-",
"홍은1동","합계","2025. 1/4","22184","21958","226",
"홍은1동","0~4세","2025. 1/4","540","538","2",
"홍은1동","5~9세","2025. 1/4","639","639","-",
"홍은1동","10~14세","2025. 1/4","681","679","2",
"홍은1동","15~19세","2025. 1/4","794","791","3",
"홍은1동","20~24세","2025. 1/4","1139","1113","26",
"홍은1동","25~29세","2025. 1/4","1405","1359","46",
"홍은1동","30~34세","2025. 1/4","1561","1529","32",
"홍은1동","35~39세","2025. 1/4","1495","1469","26",
"홍은1동","40~44세","2025. 1/4","1576","1551","25",
"홍은1동","45~49세","2025. 1/4","1456","1450","6",
"홍은1동","50~54세","2025. 1/4","1876","1865","11",
"홍은1동","55~59세","2025. 1/4","1930","1913","17",
"홍은1동","60~64세","2025. 1/4","1917","1901","16",
"홍은1동","65~69세","2025. 1/4","1744","1738","6",
"홍은1동","70~74세","2025. 1/4","1196","1194","2",
"홍은1동","75~79세","2025. 1/4","914","912","2",
"홍은1동","80~84세","2025. 1/4","716","713","3",
"홍은1동","85~89세","2025. 1/4","441","440","1",
"홍은1동","90~94세","2025. 1/4","129","129","-",
"홍은1동","95~99세","2025. 1/4","30","30","-",
"홍은1동","100세 이상","2025. 1/4","5","5","-",
"홍은2동","합계","2025. 1/4","29026","27982","1044",
"홍은2동","0~4세","2025. 1/4","571","562","9",
"홍은2동","5~9세","2025. 1/4","793","782","11",
"홍은2동","10~14세","2025. 1/4","991","982","9",
"홍은2동","15~19세","2025. 1/4","1206","1140","66",
"홍은2동","20~24세","2025. 1/4","2136","1800","336",
"홍은2동","25~29세","2025. 1/4","2330","2109","221",
"홍은2동","30~34세","2025. 1/4","2158","2064","94",
"홍은2동","35~39세","2025. 1/4","1867","1818","49",
"홍은2동","40~44세","2025. 1/4","1964","1926","38",
"홍은2동","45~49세","2025. 1/4","1920","1881","39",
"홍은2동","50~54세","2025. 1/4","2512","2468","44",
"홍은2동","55~59세","2025. 1/4","2355","2319","36",
"홍은2동","60~64세","2025. 1/4","2282","2242","40",
"홍은2동","65~69세","2025. 1/4","2041","2015","26",
"홍은2동","70~74세","2025. 1/4","1343","1330","13",
"홍은2동","75~79세","2025. 1/4","1078","1071","7",
"홍은2동","80~84세","2025. 1/4","785","783","2",
"홍은2동","85~89세","2025. 1/4","488","486","2",
"홍은2동","90~94세","2025. 1/4","167","165","2",
"홍은2동","95~99세","2025. 1/4","29","29","-",
"홍은2동","100세 이상","2025. 1/4","10","10","-",
"남가좌1동","합계","2025. 1/4","16916","16678","238",
"남가좌1동","0~4세","2025. 1/4","671","669","2",
"남가좌1동","5~9세","2025. 1/4","1143","1137","6",
"남가좌1동","10~14세","2025. 1/4","1166","1152","14",
"남가좌1동","15~19세","2025. 1/4","769","757","12",
"남가좌1동","20~24세","2025. 1/4","751","733","18",
"남가좌1동","25~29세","2025. 1/4","797","776","21",
"남가좌1동","30~34세","2025. 1/4","963","948","15",
"남가좌1동","35~39세","2025. 1/4","1310","1282","28",
"남가좌1동","40~44세","2025. 1/4","1798","1776","22",
"남가좌1동","45~49세","2025. 1/4","1583","1554","29",
"남가좌1동","50~54세","2025. 1/4","1388","1367","21",
"남가좌1동","55~59세","2025. 1/4","1095","1081","14",
"남가좌1동","60~64세","2025. 1/4","973","963","10",
"남가좌1동","65~69세","2025. 1/4","834","826","8",
"남가좌1동","70~74세","2025. 1/4","569","557","12",
"남가좌1동","75~79세","2025. 1/4","455","452","3",
"남가좌1동","80~84세","2025. 1/4","358","356","2",
"남가좌1동","85~89세","2025. 1/4","209","209","-",
"남가좌1동","90~94세","2025. 1/4","72","71","1",
"남가좌1동","95~99세","2025. 1/4","9","9","-",
"남가좌1동","100세 이상","2025. 1/4","3","3","-",
"남가좌2동","합계","2025. 1/4","30425","28759","1666",
"남가좌2동","0~4세","2025. 1/4","848","840","8",
"남가좌2동","5~9세","2025. 1/4","1277","1272","5",
"남가좌2동","10~14세","2025. 1/4","1296","1294","2",
"남가좌2동","15~19세","2025. 1/4","1282","1204","78",
"남가좌2동","20~24세","2025. 1/4","2771","1979","792",
"남가좌2동","25~29세","2025. 1/4","2346","1944","402",
"남가좌2동","30~34세","2025. 1/4","2053","1926","127",
"남가좌2동","35~39세","2025. 1/4","2101","2030","71",
"남가좌2동","40~44세","2025. 1/4","2488","2441","47",
"남가좌2동","45~49세","2025. 1/4","2186","2160","26",
"남가좌2동","50~54세","2025. 1/4","2426","2399","27",
"남가좌2동","55~59세","2025. 1/4","2110","2080","30",
"남가좌2동","60~64세","2025. 1/4","1828","1804","24",
"남가좌2동","65~69세","2025. 1/4","1696","1684","12",
"남가좌2동","70~74세","2025. 1/4","1265","1259","6",
"남가좌2동","75~79세","2025. 1/4","1066","1061","5",
"남가좌2동","80~84세","2025. 1/4","796","793","3",
"남가좌2동","85~89세","2025. 1/4","426","426","-",
"남가좌2동","90~94세","2025. 1/4","124","123","1",
"남가좌2동","95~99세","2025. 1/4","32","32","-",
"남가좌2동","100세 이상","2025. 1/4","8","8","-",
"북가좌1동","합계","2025. 1/4","17469","17340","129",
"북가좌1동","0~4세","2025. 1/4","425","422","3",
"북가좌1동","5~9세","2025. 1/4","613","610","3",
"북가좌1동","10~14세","2025. 1/4","975","971","4",
"북가좌1동","15~19세","2025. 1/4","927","924","3",
"북가좌1동","20~24세","2025. 1/4","873","867","6",
"북가좌1동","25~29세","2025. 1/4","908","893","15",
"북가좌1동","30~34세","2025. 1/4","1071","1054","17",
"북가좌1동","35~39세","2025. 1/4","1080","1063","17",
"북가좌1동","40~44세","2025. 1/4","1363","1349","14",
"북가좌1동","45~49세","2025. 1/4","1536","1522","14",
"북가좌1동","50~54세","2025. 1/4","1630","1624","6",
"북가좌1동","55~59세","2025. 1/4","1353","1340","13",
"북가좌1동","60~64세","2025. 1/4","1316","1312","4",
"북가좌1동","65~69세","2025. 1/4","1110","1106","4",
"북가좌1동","70~74세","2025. 1/4","787","785","2",
"북가좌1동","75~79세","2025. 1/4","651","650","1",
"북가좌1동","80~84세","2025. 1/4","477","475","2",
"북가좌1동","85~89세","2025. 1/4","274","274","-",
"북가좌1동","90~94세","2025. 1/4","84","84","-",
"북가좌1동","95~99세","2025. 1/4","13","13","-",
"북가좌1동","100세 이상","2025. 1/4","3","2","1",
"북가좌2동","합계","2025. 1/4","30470","30060","410",
"북가좌2동","0~4세","2025. 1/4","450","448","2",
"북가좌2동","5~9세","2025. 1/4","603","598","5",
"북가좌2동","10~14세","2025. 1/4","933","929","4",
"북가좌2동","15~19세","2025. 1/4","1090","1076","14",
"북가좌2동","20~24세","2025. 1/4","1639","1571","68",
"북가좌2동","25~29세","2025. 1/4","2547","2471","76",
"북가좌2동","30~34세","2025. 1/4","2369","2318","51",
"북가좌2동","35~39세","2025. 1/4","1783","1754","29",
"북가좌2동","40~44세","2025. 1/4","2029","1994","35",
"북가좌2동","45~49세","2025. 1/4","2049","2021","28",
"북가좌2동","50~54세","2025. 1/4","2664","2637","27",
"북가좌2동","55~59세","2025. 1/4","2557","2541","16",
"북가좌2동","60~64세","2025. 1/4","2522","2498","24",
"북가좌2동","65~69세","2025. 1/4","2376","2361","15",
"북가좌2동","70~74세","2025. 1/4","1706","1696","10",
"북가좌2동","75~79세","2025. 1/4","1410","1404","6",
"북가좌2동","80~84세","2025. 1/4","1043","1043","-",
"북가좌2동","85~89세","2025. 1/4","509","509","-",
"북가좌2동","90~94세","2025. 1/4","151","151","-",
"북가좌2동","95~99세","2025. 1/4","37","37","-",
"북가좌2동","100세 이상","2025. 1/4","3","3","-",
"충현동","합계","2025. 1/4","19829","19354","475",
"충현동","0~4세","2025. 1/4","399","396","3",
"충현동","5~9세","2025. 1/4","525","521","4",
"충현동","10~14세","2025. 1/4","631","622","9",
"충현동","15~19세","2025. 1/4","668","654","14",
"충현동","20~24세","2025. 1/4","1055","1004","51",
"충현동","25~29세","2025. 1/4","1894","1785","109",
"충현동","30~34세","2025. 1/4","2003","1942","61",
"충현동","35~39세","2025. 1/4","1460","1408","52",
"충현동","40~44세","2025. 1/4","1478","1432","46",
"충현동","45~49세","2025. 1/4","1331","1290","41",
"충현동","50~54세","2025. 1/4","1536","1512","24",
"충현동","55~59세","2025. 1/4","1582","1552","30",
"충현동","60~64세","2025. 1/4","1498","1480","18",
"충현동","65~69세","2025. 1/4","1335","1328","7",
"충현동","70~74세","2025. 1/4","842","837","5",
"충현동","75~79세","2025. 1/4","640","639","1",
"충현동","80~84세","2025. 1/4","492","492","-",
"충현동","85~89세","2025. 1/4","304","304","-",
"충현동","90~94세","2025. 1/4","116","116","-",
"충현동","95~99세","2025. 1/4","33","33","-",
"충현동","100세 이상","2025. 1/4","7","7","-",
"북아현동","합계","2025. 1/4","15627","15275","352",
"북아현동","0~4세","2025. 1/4","569","565","4",
"북아현동","5~9세","2025. 1/4","632","629","3",
"북아현동","10~14세","2025. 1/4","512","506","6",
"북아현동","15~19세","2025. 1/4","486","482","4",
"북아현동","20~24세","2025. 1/4","791","733","58",
"북아현동","25~29세","2025. 1/4","1169","1098","71",
"북아현동","30~34세","2025. 1/4","1476","1434","42",
"북아현동","35~39세","2025. 1/4","1420","1378","42",
"북아현동","40~44세","2025. 1/4","1387","1367","20",
"북아현동","45~49세","2025. 1/4","1078","1050","28",
"북아현동","50~54세","2025. 1/4","1277","1263","14",
"북아현동","55~59세","2025. 1/4","1231","1213","18",
"북아현동","60~64세","2025. 1/4","1085","1065","20",
"북아현동","65~69세","2025. 1/4","881","871","10",
"북아현동","70~74세","2025. 1/4","580","573","7",
"북아현동","75~79세","2025. 1/4","410","408","2",
"북아현동","80~84세","2025. 1/4","355","354","1",
"북아현동","85~89세","2025. 1/4","207","206","1",
"북아현동","90~94세","2025. 1/4","57","57","-",
"북아현동","95~99세","2025. 1/4","22","21","1",
"북아현동","100세 이상","2025. 1/4","2","2","-",
"신촌동","합계","2025. 1/4","27882","20426","7456",
"신촌동","0~4세","2025. 1/4","234","225","9",
"신촌동","5~9세","2025. 1/4","195","184","11",
"신촌동","10~14세","2025. 1/4","366","359","7",
"신촌동","15~19세","2025. 1/4","930","666","264",
"신촌동","20~24세","2025. 1/4","7356","3962","3394",
"신촌동","25~29세","2025. 1/4","6944","4556","2388",
"신촌동","30~34세","2025. 1/4","3259","2524","735",
"신촌동","35~39세","2025. 1/4","1507","1211","296",
"신촌동","40~44세","2025. 1/4","1130","985","145",
"신촌동","45~49세","2025. 1/4","946","880","66",
"신촌동","50~54세","2025. 1/4","1039","982","57",
"신촌동","55~59세","2025. 1/4","941","912","29",
"신촌동","60~64세","2025. 1/4","780","762","18",
"신촌동","65~69세","2025. 1/4","651","634","17",
"신촌동","70~74세","2025. 1/4","488","479","9",
