구,동,연령별,시점,계,한국인,등록외국인,
성북구,동선동,30~34세,2025. 1/4,1521,1423,98,
성북구,동선동,35~39세,2025. 1/4,1038,985,53,
성북구,동선동,40~44세,2025. 1/4,873,840,33,
성북구,동선동,45~49세,2025. 1/4,841,824,17,
성북구,동선동,50~54세,2025. 1/4,1010,991,19,
성북구,동선동,55~59세,2025. 1/4,864,851,13,
성북구,동선동,60~64세,2025. 1/4,772,765,7,
성북구,동선동,65~69세,2025. 1/4,691,687,4,
성북구,동선동,70~74세,2025. 1/4,477,469,8,
성북구,동선동,75~79세,2025. 1/4,457,455,2,
성북구,동선동,80~84세,2025. 1/4,393,391,2,
성북구,동선동,85~89세,2025. 1/4,186,185,1,
성북구,동선동,90~94세,2025. 1/4,65,64,1,
성북구,동선동,95~99세,2025. 1/4,17,17,-,
성북구,동선동,100세 이상,2025. 1/4,6,6,-,
성북구,종암동,합계,2025. 1/4,39083,36890,2193,
성북구,종암동,0~4세,2025. 1/4,772,751,21,
성북구,종암동,5~9세,2025. 1/4,1121,1099,22,
성북구,종암동,10~14세,2025. 1/4,1551,1540,11,
성북구,종암동,15~19세,2025. 1/4,1814,1691,123,
성북구,종암동,20~24세,2025. 1/4,3425,2574,851,
성북구,종암동,25~29세,2025. 1/4,3243,2651,592,
성북구,종암동,30~34세,2025. 1/4,2578,2343,235,
성북구,종암동,35~39세,2025. 1/4,2253,2131,122,
성북구,종암동,40~44세,2025. 1/4,2703,2640,63,
성북구,종암동,45~49세,2025. 1/4,2814,2773,41,
성북구,종암동,50~54세,2025. 1/4,3293,3249,44,
성북구,종암동,55~59세,2025. 1/4,3048,3020,28,
성북구,종암동,60~64세,2025. 1/4,2778,2757,21,
성북구,종암동,65~69세,2025. 1/4,2520,2511,9,
성북구,종암동,70~74세,2025. 1/4,1678,1675,3,
성북구,종암동,75~79세,2025. 1/4,1438,1434,4,
성북구,종암동,80~84세,2025. 1/4,1087,1085,2,
성북구,종암동,85~89세,2025. 1/4,669,668,1,
성북구,종암동,90~94세,2025. 1/4,231,231,-,
성북구,종암동,95~99세,2025. 1/4,57,57,-,
성북구,종암동,100세 이상,2025. 1/4,10,10,-,
성북구,석관동,합계,2025. 1/4,34308,33238,1070,
성북구,석관동,0~4세,2025. 1/4,729,710,19,
성북구,석관동,5~9세,2025. 1/4,846,820,26,
성북구,석관동,10~14세,2025. 1/4,913,887,26,
성북구,석관동,15~19세,2025. 1/4,1069,1033,36,
성북구,석관동,20~24세,2025. 1/4,2138,1867,271,
성북구,석관동,25~29세,2025. 1/4,2713,2470,243,
성북구,석관동,30~34세,2025. 1/4,2668,2547,121,
성북구,석관동,35~39세,2025. 1/4,2155,2078,77,
성북구,석관동,40~44세,2025. 1/4,2262,2191,71,
성북구,석관동,45~49세,2025. 1/4,2154,2102,52,
성북구,석관동,50~54세,2025. 1/4,2839,2799,40,
성북구,석관동,55~59세,2025. 1/4,2770,2739,31,
성북구,석관동,60~64세,2025. 1/4,2881,2857,24,
성북구,석관동,65~69세,2025. 1/4,2719,2703,16,
성북구,석관동,70~74세,2025. 1/4,1950,1940,10,
성북구,석관동,75~79세,2025. 1/4,1596,1594,2,
성북구,석관동,80~84세,2025. 1/4,1176,1174,2,
성북구,석관동,85~89세,2025. 1/4,548,546,2,
성북구,석관동,90~94세,2025. 1/4,143,142,1,
성북구,석관동,95~99세,2025. 1/4,31,31,-,
성북구,석관동,100세 이상,2025. 1/4,8,8,-,
강북구,구계,합계,2025. 1/4,288797,282799,5998,
강북구,구계,0~4세,2025. 1/4,4150,4072,78,
강북구,구계,5~9세,2025. 1/4,6250,6164,86,
강북구,구계,10~14세,2025. 1/4,8570,8518,52,
강북구,구계,15~19세,2025. 1/4,10122,9945,177,
강북구,구계,20~24세,2025. 1/4,17489,15742,1747,
강북구,구계,25~29세,2025. 1/4,21409,20041,1368,
강북구,구계,30~34세,2025. 1/4,19873,19280,593,
강북구,구계,35~39세,2025. 1/4,15676,15241,435,
강북구,구계,40~44세,2025. 1/4,18557,18220,337,
강북구,구계,45~49세,2025. 1/4,19439,19195,244,
강북구,구계,50~54세,2025. 1/4,25145,24910,235,
강북구,구계,55~59세,2025. 1/4,24894,24660,234,
강북구,구계,60~64세,2025. 1/4,24854,24654,200,
강북구,구계,65~69세,2025. 1/4,23339,23218,121,
강북구,구계,70~74세,2025. 1/4,17264,17215,49,
강북구,구계,75~79세,2025. 1/4,14085,14061,24,
강북구,구계,80~84세,2025. 1/4,10613,10604,9,
강북구,구계,85~89세,2025. 1/4,5157,5155,2,
강북구,구계,90~94세,2025. 1/4,1500,1498,2,
강북구,구계,95~99세,2025. 1/4,364,362,2,
강북구,구계,100세 이상,2025. 1/4,47,44,3,
강북구,번1동,합계,2025. 1/4,17160,16296,864,
강북구,번1동,0~4세,2025. 1/4,180,170,10,
강북구,번1동,5~9세,2025. 1/4,247,238,9,
강북구,번1동,10~14세,2025. 1/4,341,334,7,
강북구,번1동,15~19세,2025. 1/4,491,464,27,
강북구,번1동,20~24세,2025. 1/4,1498,1131,367,
강북구,번1동,25~29세,2025. 1/4,1816,1590,226,
강북구,번1동,30~34세,2025. 1/4,1480,1408,72,
강북구,번1동,35~39세,2025. 1/4,1037,1002,35,
강북구,번1동,40~44세,2025. 1/4,1139,1114,25,
강북구,번1동,45~49세,2025. 1/4,1138,1115,23,
강북구,번1동,50~54세,2025. 1/4,1415,1401,14,
강북구,번1동,55~59세,2025. 1/4,1336,1321,15,
강북구,번1동,60~64세,2025. 1/4,1327,1310,17,
강북구,번1동,65~69세,2025. 1/4,1196,1184,12,
강북구,번1동,70~74세,2025. 1/4,880,879,1,
강북구,번1동,75~79세,2025. 1/4,768,764,4,
강북구,번1동,80~84세,2025. 1/4,521,521,-,
강북구,번1동,85~89세,2025. 1/4,266,266,-,
강북구,번1동,90~94세,2025. 1/4,60,60,-,
강북구,번1동,95~99세,2025. 1/4,19,19,-,
강북구,번1동,100세 이상,2025. 1/4,5,5,-,
강북구,번2동,합계,2025. 1/4,14675,14549,126,
강북구,번2동,0~4세,2025. 1/4,168,161,7,
강북구,번2동,5~9세,2025. 1/4,264,262,2,
강북구,번2동,10~14세,2025. 1/4,363,362,1,
강북구,번2동,15~19세,2025. 1/4,419,419,-,
강북구,번2동,20~24세,2025. 1/4,681,668,13,
강북구,번2동,25~29세,2025. 1/4,1022,1003,19,
강북구,번2동,30~34세,2025. 1/4,949,933,16,
강북구,번2동,35~39세,2025. 1/4,627,613,14,
강북구,번2동,40~44세,2025. 1/4,884,864,20,
강북구,번2동,45~49세,2025. 1/4,951,946,5,
강북구,번2동,50~54세,2025. 1/4,1265,1253,12,
강북구,번2동,55~59세,2025. 1/4,1271,1264,7,
강북구,번2동,60~64세,2025. 1/4,1333,1327,6,
강북구,번2동,65~69세,2025. 1/4,1342,1341,1,
강북구,번2동,70~74세,2025. 1/4,1026,1024,2,
강북구,번2동,75~79세,2025. 1/4,944,944,-,
강북구,번2동,80~84세,2025. 1/4,739,738,1,
강북구,번2동,85~89세,2025. 1/4,315,315,-,
강북구,번2동,90~94세,2025. 1/4,93,93,-,
강북구,번2동,95~99세,2025. 1/4,16,16,-,
강북구,번2동,100세 이상,2025. 1/4,3,3,-,
강북구,번3동,합계,2025. 1/4,15954,15881,73,
강북구,번3동,0~4세,2025. 1/4,260,260,-,
강북구,번3동,5~9세,2025. 1/4,330,330,-,
강북구,번3동,10~14세,2025. 1/4,506,506,-,
강북구,번3동,15~19세,2025. 1/4,537,536,1,
강북구,번3동,20~24세,2025. 1/4,696,693,3,
강북구,번3동,25~29세,2025. 1/4,842,836,6,
강북구,번3동,30~34세,2025. 1/4,888,878,10,
강북구,번3동,35~39세,2025. 1/4,730,717,13,
강북구,번3동,40~44세,2025. 1/4,885,877,8,
강북구,번3동,45~49세,2025. 1/4,1011,1006,5,
강북구,번3동,50~54세,2025. 1/4,1445,1440,5,
강북구,번3동,55~59세,2025. 1/4,1282,1270,12,
강북구,번3동,60~64세,2025. 1/4,1380,1377,3,
강북구,번3동,65~69세,2025. 1/4,1359,1353,6,
강북구,번3동,70~74세,2025. 1/4,1165,1164,1,
강북구,번3동,75~79세,2025. 1/4,1198,1198,-,
강북구,번3동,80~84세,2025. 1/4,959,959,-,
강북구,번3동,85~89세,2025. 1/4,345,345,-,
강북구,번3동,90~94세,2025. 1/4,98,98,-,
강북구,번3동,95~99세,2025. 1/4,34,34,-,
강북구,번3동,100세 이상,2025. 1/4,4,4,-,
강북구,수유1동,합계,2025. 1/4,20000,19522,478,
강북구,수유1동,0~4세,2025. 1/4,240,238,2,
강북구,수유1동,5~9세,2025. 1/4,389,385,4,
강북구,수유1동,10~14세,2025. 1/4,543,539,4,
강북구,수유1동,15~19세,2025. 1/4,665,651,14,
강북구,수유1동,20~24세,2025. 1/4,1246,1093,153,
강북구,수유1동,25~29세,2025. 1/4,1641,1524,117,
강북구,수유1동,30~34세,2025. 1/4,1544,1502,42,
강북구,수유1동,35~39세,2025. 1/4,1121,1090,31,
강북구,수유1동,40~44세,2025. 1/4,1251,1226,25,
강북구,수유1동,45~49세,2025. 1/4,1302,1283,19,
강북구,수유1동,50~54세,2025. 1/4,1539,1525,14,
강북구,수유1동,55~59세,2025. 1/4,1730,1706,24,
강북구,수유1동,60~64세,2025. 1/4,1791,1776,15,
강북구,수유1동,65~69세,2025. 1/4,1682,1670,12,
강북구,수유1동,70~74세,2025. 1/4,1218,1216,2,
강북구,수유1동,75~79세,2025. 1/4,918,918,-,
강북구,수유1동,80~84세,2025. 1/4,694,694,-,
강북구,수유1동,85~89세,2025. 1/4,334,334,-,
강북구,수유1동,90~94세,2025. 1/4,123,123,-,
강북구,수유1동,95~99세,2025. 1/4,28,28,-,
강북구,수유1동,100세 이상,2025. 1/4,1,1,-,
강북구,수유2동,합계,2025. 1/4,20402,20160,242,
강북구,수유2동,0~4세,2025. 1/4,291,285,6,
강북구,수유2동,5~9세,2025. 1/4,458,449,9,
강북구,수유2동,10~14세,2025. 1/4,537,533,4,
강북구,수유2동,15~19세,2025. 1/4,643,632,11,
강북구,수유2동,20~24세,2025. 1/4,1114,1067,47,
강북구,수유2동,25~29세,2025. 1/4,1323,1285,38,
강북구,수유2동,30~34세,2025. 1/4,1323,1298,25,
강북구,수유2동,35~39세,2025. 1/4,1052,1025,27,
강북구,수유2동,40~44세,2025. 1/4,1208,1198,10,
강북구,수유2동,45~49세,2025. 1/4,1343,1327,16,
강북구,수유2동,50~54세,2025. 1/4,1763,1747,16,
강북구,수유2동,55~59세,2025. 1/4,1800,1792,8,
강북구,수유2동,60~64세,2025. 1/4,1875,1862,13,
강북구,수유2동,65~69세,2025. 1/4,1785,1780,5,
강북구,수유2동,70~74세,2025. 1/4,1329,1325,4,
강북구,수유2동,75~79세,2025. 1/4,1070,1067,3,
강북구,수유2동,80~84세,2025. 1/4,857,857,-,
강북구,수유2동,85~89세,2025. 1/4,463,463,-,
강북구,수유2동,90~94세,2025. 1/4,123,123,-,
강북구,수유2동,95~99세,2025. 1/4,42,42,-,
강북구,수유2동,100세 이상,2025. 1/4,3,3,-,
강북구,수유3동,합계,2025. 1/4,23994,22735,1259,
강북구,수유3동,0~4세,2025. 1/4,174,168,6,
강북구,수유3동,5~9세,2025. 1/4,313,309,4,
강북구,수유3동,10~14세,2025. 1/4,402,397,5,
강북구,수유3동,15~19세,2025. 1/4,641,588,53,
강북구,수유3동,20~24세,2025. 1/4,2201,1656,545,
강북구,수유3동,25~29세,2025. 1/4,2681,2346,335,
강북구,수유3동,30~34세,2025. 1/4,2126,2018,108,
강북구,수유3동,35~39세,2025. 1/4,1435,1378,57,
강북구,수유3동,40~44세,2025. 1/4,1404,1374,30,
강북구,수유3동,45~49세,2025. 1/4,1392,1369,23,
강북구,수유3동,50~54세,2025. 1/4,1939,1907,32,
강북구,수유3동,55~59세,2025. 1/4,1987,1963,24,
강북구,수유3동,60~64세,2025. 1/4,1941,1919,22,
강북구,수유3동,65~69세,2025. 1/4,1794,1786,8,
강북구,수유3동,70~74세,2025. 1/4,1258,1254,4,
강북구,수유3동,75~79세,2025. 1/4,1022,1020,2,
강북구,수유3동,80~84세,2025. 1/4,769,768,1,
강북구,수유3동,85~89세,2025. 1/4,372,372,-,
강북구,수유3동,90~94세,2025. 1/4,116,116,-,
강북구,수유3동,95~99세,2025. 1/4,23,23,-,
강북구,수유3동,100세 이상,2025. 1/4,4,4,-,
강북구,삼양동,합계,2025. 1/4,24551,24322,229,
강북구,삼양동,0~4세,2025. 1/4,438,433,5,
강북구,삼양동,5~9세,2025. 1/4,627,618,9,
강북구,삼양동,10~14세,2025. 1/4,734,733,1,
강북구,삼양동,15~19세,2025. 1/4,955,953,2,
강북구,삼양동,20~24세,2025. 1/4,1372,1349,23,
강북구,삼양동,25~29세,2025. 1/4,1597,1558,39,
강북구,삼양동,30~34세,2025. 1/4,1642,1613,29,
강북구,삼양동,35~39세,2025. 1/4,1354,1322,32,
강북구,삼양동,40~44세,2025. 1/4,1673,1640,33,
강북구,삼양동,45~49세,2025. 1/4,1707,1693,14,
강북구,삼양동,50~54세,2025. 1/4,2277,2265,12,
강북구,삼양동,55~59세,2025. 1/4,2227,2214,13,
강북구,삼양동,60~64세,2025. 1/4,2125,2116,9,
강북구,삼양동,65~69세,2025. 1/4,1976,1971,5,
강북구,삼양동,70~74세,2025. 1/4,1408,1406,2,
강북구,삼양동,75~79세,2025. 1/4,1115,1114,1,
강북구,삼양동,80~84세,2025. 1/4,808,808,-,
강북구,삼양동,85~89세,2025. 1/4,392,392,-,
강북구,삼양동,90~94세,2025. 1/4,94,94,-,
강북구,삼양동,95~99세,2025. 1/4,28,28,-,
강북구,삼양동,100세 이상,2025. 1/4,2,2,-,
강북구,미아동,합계,2025. 1/4,21412,20539,873,
강북구,미아동,0~4세,2025. 1/4,196,184,12,
강북구,미아동,5~9세,2025. 1/4,307,287,20,
강북구,미아동,10~14세,2025. 1/4,469,458,11,
강북구,미아동,15~19세,2025. 1/4,662,629,33,
강북구,미아동,20~24세,2025. 1/4,1739,1474,265,
강북구,미아동,25~29세,2025. 1/4,2091,1880,211,
강북구,미아동,30~34세,2025. 1/4,1699,1614,85,
강북구,미아동,35~39세,2025. 1/4,1143,1085,58,
강북구,미아동,40~44세,2025. 1/4,1252,1214,38,
강북구,미아동,45~49세,2025. 1/4,1258,1231,27,
강북구,미아동,50~54세,2025. 1/4,1688,1658,30,
강북구,미아동,55~59세,2025. 1/4,1815,1783,32,
강북구,미아동,60~64세,2025. 1/4,1899,1879,20,
강북구,미아동,65~69세,2025. 1/4,1729,1711,18,
강북구,미아동,70~74세,2025. 1/4,1262,1255,7,
강북구,미아동,75~79세,2025. 1/4,938,937,1,
강북구,미아동,80~84세,2025. 1/4,759,758,1,
강북구,미아동,85~89세,2025. 1/4,372,370,2,
강북구,미아동,90~94세,2025. 1/4,113,112,1,
강북구,미아동,95~99세,2025. 1/4,18,18,-,
강북구,미아동,100세 이상,2025. 1/4,3,2,1,
강북구,송중동,합계,2025. 1/4,28576,27833,743,
강북구,송중동,0~4세,2025. 1/4,514,505,9,
강북구,송중동,5~9세,2025. 1/4,624,612,12,
강북구,송중동,10~14세,2025. 1/4,808,801,7,
강북구,송중동,15~19세,2025. 1/4,990,974,16,
강북구,송중동,20~24세,2025. 1/4,1693,1541,152,
강북구,송중동,25~29세,2025. 1/4,2162,1978,184,
강북구,송중동,30~34세,2025. 1/4,2034,1946,88,
강북구,송중동,35~39세,2025. 1/4,1684,1629,55,
강북구,송중동,40~44세,2025. 1/4,1960,1908,52,
강북구,송중동,45~49세,2025. 1/4,1943,1905,38,
강북구,송중동,50~54세,2025. 1/4,2475,2442,33,
강북구,송중동,55~59세,2025. 1/4,2416,2382,34,
강북구,송중동,60~64세,2025. 1/4,2503,2471,32,
강북구,송중동,65~69세,2025. 1/4,2265,2252,13,
강북구,송중동,70~74세,2025. 1/4,1725,1713,12,
강북구,송중동,75~79세,2025. 1/4,1263,1258,5,
강북구,송중동,80~84세,2025. 1/4,930,930,-,
강북구,송중동,85~89세,2025. 1/4,423,423,-,
강북구,송중동,90~94세,2025. 1/4,133,133,-,
강북구,송중동,95~99세,2025. 1/4,27,27,-,
강북구,송중동,100세 이상,2025. 1/4,4,3,1,
강북구,송천동,합계,2025. 1/4,23236,22771,465,
강북구,송천동,0~4세,2025. 1/4,256,245,11,
강북구,송천동,5~9세,2025. 1/4,383,373,10,
강북구,송천동,10~14세,2025. 1/4,540,532,8,
강북구,송천동,15~19세,2025. 1/4,689,684,5,
강북구,송천동,20~24세,2025. 1/4,1146,1072,74,
강북구,송천동,25~29세,2025. 1/4,1544,1472,72,
강북구,송천동,30~34세,2025. 1/4,1548,1495,53,
강북구,송천동,35~39세,2025. 1/4,1228,1189,39,
강북구,송천동,40~44세,2025. 1/4,1385,1352,33,
강북구,송천동,45~49세,2025. 1/4,1463,1432,31,
강북구,송천동,50~54세,2025. 1/4,1971,1946,25,
강북구,송천동,55~59세,2025. 1/4,2213,2182,31,
강북구,송천동,60~64세,2025. 1/4,2340,2303,37,
강북구,송천동,65~69세,2025. 1/4,2206,2185,21,
강북구,송천동,70~74세,2025. 1/4,1538,1529,9,
강북구,송천동,75~79세,2025. 1/4,1303,1300,3,
강북구,송천동,80~84세,2025. 1/4,878,875,3,
강북구,송천동,85~89세,2025. 1/4,456,456,-,
강북구,송천동,90~94세,2025. 1/4,116,116,-,
강북구,송천동,95~99세,2025. 1/4,27,27,-,
강북구,송천동,100세 이상,2025. 1/4,6,6,-,
강북구,삼각산동,합계,2025. 1/4,30333,30221,112,
강북구,삼각산동,0~4세,2025. 1/4,770,770,-,
강북구,삼각산동,5~9세,2025. 1/4,1241,1237,4,
강북구,삼각산동,10~14세,2025. 1/4,1853,1853,-,
강북구,삼각산동,15~19세,2025. 1/4,1831,1831,-,
강북구,삼각산동,20~24세,2025. 1/4,1732,1731,1,
강북구,삼각산동,25~29세,2025. 1/4,1468,1463,5,
강북구,삼각산동,30~34세,2025. 1/4,1446,1433,13,
강북구,삼각산동,35~39세,2025. 1/4,1726,1707,19,
강북구,삼각산동,40~44세,2025. 1/4,2466,2447,19,
강북구,삼각산동,45~49세,2025. 1/4,2796,2781,15,
강북구,삼각산동,50~54세,2025. 1/4,3270,3261,9,
강북구,삼각산동,55~59세,2025. 1/4,2470,2461,9,
강북구,삼각산동,60~64세,2025. 1/4,1982,1978,4,
강북구,삼각산동,65~69세,2025. 1/4,1750,1739,11,
강북구,삼각산동,70~74세,2025. 1/4,1308,1308,-,
강북구,삼각산동,75~79세,2025. 1/4,1003,1001,2,
강북구,삼각산동,80~84세,2025. 1/4,708,707,1,
강북구,삼각산동,85~89세,2025. 1/4,372,372,-,
강북구,삼각산동,90~94세,2025. 1/4,115,115,-,
강북구,삼각산동,95~99세,2025. 1/4,25,25,-,
강북구,삼각산동,100세 이상,2025. 1/4,1,1,-,
강북구,우이동,합계,2025. 1/4,19677,19486,191,
강북구,우이동,0~4세,2025. 1/4,304,302,2,
강북구,우이동,5~9세,2025. 1/4,422,422,-,
강북구,우이동,10~14세,2025. 1/4,572,571,1,
강북구,우이동,15~19세,2025. 1/4,638,636,2,
강북구,우이동,20~24세,2025. 1/4,995,966,29,
강북구,우이동,25~29세,2025. 1/4,1231,1198,33,
강북구,우이동,30~34세,2025. 1/4,1285,1266,19,
강북구,우이동,35~39세,2025. 1/4,1042,1008,34,
강북구,우이동,40~44세,2025. 1/4,1221,1203,18,
강북구,우이동,45~49세,2025. 1/4,1279,1267,12,
강북구,우이동,50~54세,2025. 1/4,1696,1683,13,
강북구,우이동,55~59세,2025. 1/4,1805,1795,10,
강북구,우이동,60~64세,2025. 1/4,1735,1727,8,
강북구,우이동,65~69세,2025. 1/4,1691,1689,2,
강북구,우이동,70~74세,2025. 1/4,1290,1287,3,
강북구,우이동,75~79세,2025. 1/4,1015,1012,3,
강북구,우이동,80~84세,2025. 1/4,850,850,-,
강북구,우이동,85~89세,2025. 1/4,440,440,-,
강북구,우이동,90~94세,2025. 1/4,131,130,1,
강북구,우이동,95~99세,2025. 1/4,32,31,1,
강북구,우이동,100세 이상,2025. 1/4,3,3,-,
강북구,인수동,합계,2025. 1/4,28827,28484,343,
강북구,인수동,0~4세,2025. 1/4,359,351,8,
강북구,인수동,5~9세,2025. 1/4,645,642,3,
강북구,인수동,10~14세,2025. 1/4,902,899,3,
강북구,인수동,15~19세,2025. 1/4,961,948,13,
강북구,인수동,20~24세,2025. 1/4,1376,1301,75,
강북구,인수동,25~29세,2025. 1/4,1991,1908,83,
강북구,인수동,30~34세,2025. 1/4,1909,1876,33,
강북구,인수동,35~39세,2025. 1/4,1497,1476,21,
강북구,인수동,40~44세,2025. 1/4,1829,1803,26,
강북구,인수동,45~49세,2025. 1/4,1856,1840,16,
강북구,인수동,50~54세,2025. 1/4,2402,2382,20,
강북구,인수동,55~59세,2025. 1/4,2542,2527,15,
강북구,인수동,60~64세,2025. 1/4,2623,2609,14,
강북구,인수동,65~69세,2025. 1/4,2564,2557,7,
강북구,인수동,70~74세,2025. 1/4,1857,1855,2,
강북구,인수동,75~79세,2025. 1/4,1528,1528,-,
강북구,인수동,80~84세,2025. 1/4,1141,1139,2,
강북구,인수동,85~89세,2025. 1/4,607,607,-,
강북구,인수동,90~94세,2025. 1/4,185,185,-,
강북구,인수동,95~99세,2025. 1/4,45,44,1,
강북구,인수동,100세 이상,2025. 1/4,8,7,1,
도봉구,구계,합계,2025. 1/4,305391,302545,2846,
도봉구,구계,0~4세,2025. 1/4,5168,5128,40,
도봉구,구계,5~9세,2025. 1/4,7572,7509,63,
도봉구,구계,10~14세,2025. 1/4,10221,10185,36,
도봉구,구계,15~19세,2025. 1/4,11370,11270,100,
도봉구,구계,20~24세,2025. 1/4,15717,15184,533,
도봉구,구계,25~29세,2025. 1/4,20392,19933,459,
도봉구,구계,30~34세,2025. 1/4,20761,20412,349,
도봉구,구계,35~39세,2025. 1/4,17308,16988,320,
도봉구,구계,40~44세,2025. 1/4,20334,20081,253,
도봉구,구계,45~49세,2025. 1/4,20433,20280,153,
도봉구,구계,50~54세,2025. 1/4,26415,26235,180,
도봉구,구계,55~59세,2025. 1/4,27024,26847,177,
도봉구,구계,60~64세,2025. 1/4,27313,27217,96,
도봉구,구계,65~69세,2025. 1/4,26053,26002,51,
도봉구,구계,70~74세,2025. 1/4,18147,18124,23,
도봉구,구계,75~79세,2025. 1/4,13493,13485,8,
도봉구,구계,80~84세,2025. 1/4,10025,10024,1,
도봉구,구계,85~89세,2025. 1/4,5428,5425,3,
도봉구,구계,90~94세,2025. 1/4,1745,1744,1,
도봉구,구계,95~99세,2025. 1/4,412,412,-,
도봉구,구계,100세 이상,2025. 1/4,60,60,-,
도봉구,쌍문1동,합계,2025. 1/4,21108,20668,440,
도봉구,쌍문1동,0~4세,2025. 1/4,327,324,3,
도봉구,쌍문1동,5~9세,2025. 1/4,509,499,10,
도봉구,쌍문1동,10~14세,2025. 1/4,656,652,4,
도봉구,쌍문1동,15~19세,2025. 1/4,784,734,50,
도봉구,쌍문1동,20~24세,2025. 1/4,1426,1264,162,
도봉구,쌍문1동,25~29세,2025. 1/4,1479,1396,83,
도봉구,쌍문1동,30~34세,2025. 1/4,1346,1313,33,
도봉구,쌍문1동,35~39세,2025. 1/4,1062,1042,20,
도봉구,쌍문1동,40~44세,2025. 1/4,1295,1273,22,
도봉구,쌍문1동,45~49세,2025. 1/4,1395,1384,11,
도봉구,쌍문1동,50~54세,2025. 1/4,1840,1831,9,
도봉구,쌍문1동,55~59세,2025. 1/4,1823,1801,22,
도봉구,쌍문1동,60~64세,2025. 1/4,1829,1823,6,
도봉구,쌍문1동,65~69세,2025. 1/4,1736,1733,3,
도봉구,쌍문1동,70~74세,2025. 1/4,1227,1226,1,
도봉구,쌍문1동,75~79세,2025. 1/4,990,989,1,
도봉구,쌍문1동,80~84세,2025. 1/4,810,810,-,
도봉구,쌍문1동,85~89세,2025. 1/4,421,421,-,
도봉구,쌍문1동,90~94세,2025. 1/4,116,116,-,
도봉구,쌍문1동,95~99세,2025. 1/4,32,32,-,
도봉구,쌍문1동,100세 이상,2025. 1/4,5,5,-,
도봉구,쌍문2동,합계,2025. 1/4,17796,17589,207,
도봉구,쌍문2동,0~4세,2025. 1/4,305,301,4,
도봉구,쌍문2동,5~9세,2025. 1/4,414,410,4,
도봉구,쌍문2동,10~14세,2025. 1/4,487,486,1,
도봉구,쌍문2동,15~19세,2025. 1/4,590,589,1,
도봉구,쌍문2동,20~24세,2025. 1/4,929,891,38,
도봉구,쌍문2동,25~29세,2025. 1/4,1154,1113,41,
도봉구,쌍문2동,30~34세,2025. 1/4,1266,1234,32,
도봉구,쌍문2동,35~39세,2025. 1/4,1017,996,21,
도봉구,쌍문2동,40~44세,2025. 1/4,1243,1228,15,
도봉구,쌍문2동,45~49세,2025. 1/4,1157,1142,15,
도봉구,쌍문2동,50~54세,2025. 1/4,1469,1459,10,
도봉구,쌍문2동,55~59세,2025. 1/4,1618,1608,10,
도봉구,쌍문2동,60~64세,2025. 1/4,1618,1609,9,
도봉구,쌍문2동,65~69세,2025. 1/4,1596,1593,3,
도봉구,쌍문2동,70~74세,2025. 1/4,1084,1083,1,
도봉구,쌍문2동,75~79세,2025. 1/4,790,789,1,
도봉구,쌍문2동,80~84세,2025. 1/4,554,554,-,
도봉구,쌍문2동,85~89세,2025. 1/4,337,336,1,
도봉구,쌍문2동,90~94세,2025. 1/4,135,135,-,
도봉구,쌍문2동,95~99세,2025. 1/4,29,29,-,
도봉구,쌍문2동,100세 이상,2025. 1/4,4,4,-,
도봉구,쌍문3동,합계,2025. 1/4,16423,16133,290,
도봉구,쌍문3동,0~4세,2025. 1/4,270,270,-,
도봉구,쌍문3동,5~9세,2025. 1/4,318,315,3,
도봉구,쌍문3동,10~14세,2025. 1/4,407,406,1,
도봉구,쌍문3동,15~19세,2025. 1/4,486,474,12,
도봉구,쌍문3동,20~24세,2025. 1/4,945,847,98,
도봉구,쌍문3동,25~29세,2025. 1/4,1439,1373,66,
도봉구,쌍문3동,30~34세,2025. 1/4,1376,1340,36,
도봉구,쌍문3동,35~39세,2025. 1/4,1040,1024,16,
도봉구,쌍문3동,40~44세,2025. 1/4,1120,1106,14,
도봉구,쌍문3동,45~49세,2025. 1/4,1061,1050,11,
도봉구,쌍문3동,50~54세,2025. 1/4,1326,1314,12,
도봉구,쌍문3동,55~59세,2025. 1/4,1369,1360,9,
도봉구,쌍문3동,60~64세,2025. 1/4,1369,1365,4,
도봉구,쌍문3동,65~69세,2025. 1/4,1263,1257,6,
도봉구,쌍문3동,70~74세,2025. 1/4,923,922,1,
도봉구,쌍문3동,75~79세,2025. 1/4,765,764,1,
도봉구,쌍문3동,80~84세,2025. 1/4,574,574,-,
도봉구,쌍문3동,85~89세,2025. 1/4,283,283,-,
도봉구,쌍문3동,90~94세,2025. 1/4,76,76,-,
도봉구,쌍문3동,95~99세,2025. 1/4,9,9,-,
도봉구,쌍문3동,100세 이상,2025. 1/4,4,4,-,
도봉구,쌍문4동,합계,2025. 1/4,17865,17804,61,
도봉구,쌍문4동,0~4세,2025. 1/4,323,323,-,
도봉구,쌍문4동,5~9세,2025. 1/4,523,521,2,
도봉구,쌍문4동,10~14세,2025. 1/4,862,861,1,
도봉구,쌍문4동,15~19세,2025. 1/4,912,910,2,
도봉구,쌍문4동,20~24세,2025. 1/4,928,924,4,
도봉구,쌍문4동,25~29세,2025. 1/4,1043,1038,5,
도봉구,쌍문4동,30~34세,2025. 1/4,1083,1073,10,
도봉구,쌍문4동,35~39세,2025. 1/4,1033,1022,11,
도봉구,쌍문4동,40~44세,2025. 1/4,1247,1241,6,
