구,동,연령별,계,한국인,등록외국인,
광진구,화양동,50~54세,1021,984,37,
광진구,화양동,55~59세,994,939,55,
광진구,화양동,60~64세,842,816,26,
광진구,화양동,65~69세,789,770,19,
광진구,화양동,70~74세,625,615,10,
광진구,화양동,75~79세,498,496,2,
광진구,화양동,80~84세,329,329,-,
광진구,화양동,85~89세,193,193,-,
광진구,화양동,90~94세,49,48,1,
광진구,화양동,95~99세,10,9,1,
광진구,화양동,100세 이상,3,3,-,
광진구,군자동,합계,21239,18648,2591,
광진구,군자동,0~4세,289,223,66,
광진구,군자동,5~9세,364,322,42,
광진구,군자동,10~14세,450,426,24,
광진구,군자동,15~19세,614,504,110,
광진구,군자동,20~24세,2435,1586,849,
광진구,군자동,25~29세,3355,2514,841,
광진구,군자동,30~34세,2377,2080,297,
광진구,군자동,35~39세,1470,1329,141,
광진구,군자동,40~44세,1329,1253,76,
광진구,군자동,45~49세,1128,1096,32,
광진구,군자동,50~54세,1283,1256,27,
광진구,군자동,55~59세,1293,1263,30,
광진구,군자동,60~64세,1362,1331,31,
광진구,군자동,65~69세,1212,1201,11,
광진구,군자동,70~74세,817,806,11,
광진구,군자동,75~79세,640,639,1,
광진구,군자동,80~84세,511,510,1,
광진구,군자동,85~89세,221,221,-,
광진구,군자동,90~94세,74,73,1,
광진구,군자동,95~99세,10,10,-,
광진구,군자동,100세 이상,5,5,-,
광진구,중곡1동,합계,15529,15022,507,
광진구,중곡1동,0~4세,249,236,13,
광진구,중곡1동,5~9세,253,239,14,
광진구,중곡1동,10~14세,319,307,12,
광진구,중곡1동,15~19세,338,322,16,
광진구,중곡1동,20~24세,874,777,97,
광진구,중곡1동,25~29세,1903,1820,83,
광진구,중곡1동,30~34세,1937,1889,48,
광진구,중곡1동,35~39세,1254,1209,45,
광진구,중곡1동,40~44세,1066,1040,26,
광진구,중곡1동,45~49세,900,867,33,
광진구,중곡1동,50~54세,1117,1091,26,
광진구,중곡1동,55~59세,1244,1201,43,
광진구,중곡1동,60~64세,1175,1145,30,
광진구,중곡1동,65~69세,1048,1032,16,
광진구,중곡1동,70~74세,676,673,3,
광진구,중곡1동,75~79세,529,529,-,
광진구,중곡1동,80~84세,386,386,-,
광진구,중곡1동,85~89세,194,192,2,
광진구,중곡1동,90~94세,52,52,-,
광진구,중곡1동,95~99세,14,14,-,
광진구,중곡1동,100세 이상,1,1,-,
광진구,중곡2동,합계,20468,20086,382,
광진구,중곡2동,0~4세,273,260,13,
광진구,중곡2동,5~9세,462,450,12,
광진구,중곡2동,10~14세,574,563,11,
광진구,중곡2동,15~19세,645,629,16,
광진구,중곡2동,20~24세,1070,1030,40,
광진구,중곡2동,25~29세,2164,2114,50,
광진구,중곡2동,30~34세,2244,2194,50,
광진구,중곡2동,35~39세,1490,1451,39,
광진구,중곡2동,40~44세,1441,1399,42,
광진구,중곡2동,45~49세,1253,1223,30,
광진구,중곡2동,50~54세,1601,1580,21,
광진구,중곡2동,55~59세,1663,1641,22,
광진구,중곡2동,60~64세,1684,1664,20,
광진구,중곡2동,65~69세,1436,1425,11,
광진구,중곡2동,70~74세,968,964,4,
광진구,중곡2동,75~79세,729,729,-,
광진구,중곡2동,80~84세,473,472,1,
광진구,중곡2동,85~89세,216,216,-,
광진구,중곡2동,90~94세,64,64,-,
광진구,중곡2동,95~99세,18,18,-,
광진구,중곡2동,100세 이상,-,-,-,
광진구,중곡3동,합계,15674,15357,317,
광진구,중곡3동,0~4세,265,256,9,
광진구,중곡3동,5~9세,268,260,8,
광진구,중곡3동,10~14세,354,350,4,
광진구,중곡3동,15~19세,393,383,10,
광진구,중곡3동,20~24세,741,697,44,
광진구,중곡3동,25~29세,1530,1484,46,
광진구,중곡3동,30~34세,1656,1623,33,
광진구,중곡3동,35~39세,1161,1121,40,
광진구,중곡3동,40~44세,998,967,31,
광진구,중곡3동,45~49세,1003,984,19,
광진구,중곡3동,50~54세,1223,1210,13,
광진구,중곡3동,55~59세,1344,1322,22,
광진구,중곡3동,60~64세,1377,1350,27,
광진구,중곡3동,65~69세,1227,1219,8,
광진구,중곡3동,70~74세,796,793,3,
광진구,중곡3동,75~79세,617,617,-,
광진구,중곡3동,80~84세,449,449,-,
광진구,중곡3동,85~89세,209,209,-,
광진구,중곡3동,90~94세,52,52,-,
광진구,중곡3동,95~99세,10,10,-,
광진구,중곡3동,100세 이상,1,1,-,
광진구,중곡4동,합계,27545,27127,418,
광진구,중곡4동,0~4세,426,418,8,
광진구,중곡4동,5~9세,480,471,9,
광진구,중곡4동,10~14세,724,705,19,
광진구,중곡4동,15~19세,906,873,33,
광진구,중곡4동,20~24세,1369,1324,45,
광진구,중곡4동,25~29세,2298,2246,52,
광진구,중곡4동,30~34세,2427,2382,45,
광진구,중곡4동,35~39세,1764,1712,52,
광진구,중곡4동,40~44세,1734,1700,34,
광진구,중곡4동,45~49세,1721,1686,35,
광진구,중곡4동,50~54세,2272,2245,27,
광진구,중곡4동,55~59세,2675,2644,31,
광진구,중곡4동,60~64세,2585,2570,15,
광진구,중곡4동,65~69세,2276,2266,10,
광진구,중곡4동,70~74세,1520,1519,1,
광진구,중곡4동,75~79세,1116,1115,1,
광진구,중곡4동,80~84세,760,760,-,
광진구,중곡4동,85~89세,354,353,1,
광진구,중곡4동,90~94세,107,107,-,
광진구,중곡4동,95~99세,25,25,-,
광진구,중곡4동,100세 이상,6,6,-,
광진구,능동,합계,11321,10870,451,
광진구,능동,0~4세,210,195,15,
광진구,능동,5~9세,210,195,15,
광진구,능동,10~14세,239,228,11,
광진구,능동,15~19세,274,256,18,
광진구,능동,20~24세,747,649,98,
광진구,능동,25~29세,1567,1452,115,
광진구,능동,30~34세,1504,1461,43,
광진구,능동,35~39세,1012,968,44,
광진구,능동,40~44세,890,863,27,
광진구,능동,45~49세,712,699,13,
광진구,능동,50~54세,756,746,10,
광진구,능동,55~59세,716,692,24,
광진구,능동,60~64세,653,643,10,
광진구,능동,65~69세,622,617,5,
광진구,능동,70~74세,431,429,2,
광진구,능동,75~79세,356,356,-,
광진구,능동,80~84세,256,256,-,
광진구,능동,85~89세,127,127,-,
광진구,능동,90~94세,31,31,-,
광진구,능동,95~99세,7,7,-,
광진구,능동,100세 이상,1,-,1,
광진구,구의1동,합계,23695,22984,711,
광진구,구의1동,0~4세,348,327,21,
광진구,구의1동,5~9세,426,408,18,
광진구,구의1동,10~14세,534,514,20,
광진구,구의1동,15~19세,688,663,25,
광진구,구의1동,20~24세,1619,1530,89,
광진구,구의1동,25~29세,3318,3219,99,
광진구,구의1동,30~34세,2865,2777,88,
광진구,구의1동,35~39세,1864,1785,79,
광진구,구의1동,40~44세,1658,1617,41,
광진구,구의1동,45~49세,1499,1463,36,
광진구,구의1동,50~54세,1821,1776,45,
광진구,구의1동,55~59세,1740,1675,65,
광진구,구의1동,60~64세,1583,1532,51,
광진구,구의1동,65~69세,1343,1326,17,
광진구,구의1동,70~74세,849,839,10,
광진구,구의1동,75~79세,699,693,6,
광진구,구의1동,80~84세,490,489,1,
광진구,구의1동,85~89세,249,249,-,
광진구,구의1동,90~94세,81,81,-,
광진구,구의1동,95~99세,18,18,-,
광진구,구의1동,100세 이상,3,3,-,
광진구,구의2동,합계,25788,25159,629,
광진구,구의2동,0~4세,469,455,14,
광진구,구의2동,5~9세,748,707,41,
광진구,구의2동,10~14세,1002,942,60,
광진구,구의2동,15~19세,1119,1075,44,
광진구,구의2동,20~24세,1322,1281,41,
광진구,구의2동,25~29세,1868,1816,52,
광진구,구의2동,30~34세,2075,2021,54,
광진구,구의2동,35~39세,1676,1593,83,
광진구,구의2동,40~44세,1961,1882,79,
광진구,구의2동,45~49세,1939,1900,39,
광진구,구의2동,50~54세,2247,2207,40,
광진구,구의2동,55~59세,2232,2198,34,
광진구,구의2동,60~64세,2064,2033,31,
광진구,구의2동,65~69세,1809,1799,10,
광진구,구의2동,70~74세,1198,1195,3,
광진구,구의2동,75~79세,969,968,1,
광진구,구의2동,80~84세,616,615,1,
광진구,구의2동,85~89세,351,349,2,
광진구,구의2동,90~94세,100,100,-,
광진구,구의2동,95~99세,16,16,-,
광진구,구의2동,100세 이상,7,7,-,
광진구,구의3동,합계,27865,27610,255,
광진구,구의3동,0~4세,646,644,2,
광진구,구의3동,5~9세,838,831,7,
광진구,구의3동,10~14세,1055,1049,6,
광진구,구의3동,15~19세,1224,1221,3,
광진구,구의3동,20~24세,1516,1495,21,
광진구,구의3동,25~29세,2360,2327,33,
광진구,구의3동,30~34세,2476,2449,27,
광진구,구의3동,35~39세,2081,2043,38,
광진구,구의3동,40~44세,2049,2025,24,
광진구,구의3동,45~49세,2047,2027,20,
광진구,구의3동,50~54세,2420,2396,24,
광진구,구의3동,55~59세,2241,2214,27,
광진구,구의3동,60~64세,2010,1997,13,
광진구,구의3동,65~69세,1791,1788,3,
광진구,구의3동,70~74세,1189,1183,6,
광진구,구의3동,75~79세,850,849,1,
광진구,구의3동,80~84세,582,582,-,
광진구,구의3동,85~89세,328,328,-,
광진구,구의3동,90~94세,133,133,-,
광진구,구의3동,95~99세,27,27,-,
광진구,구의3동,100세 이상,2,2,-,
광진구,광장동,합계,33884,33632,252,
광진구,광장동,0~4세,668,658,10,
광진구,광장동,5~9세,1747,1732,15,
광진구,광장동,10~14세,2722,2696,26,
광진구,광장동,15~19세,2484,2471,13,
광진구,광장동,20~24세,1881,1872,9,
광진구,광장동,25~29세,1799,1788,11,
광진구,광장동,30~34세,1576,1554,22,
광진구,광장동,35~39세,1867,1835,32,
광진구,광장동,40~44세,3113,3070,43,
광진구,광장동,45~49세,3523,3494,29,
광진구,광장동,50~54세,3500,3487,13,
광진구,광장동,55~59세,2503,2492,11,
광진구,광장동,60~64세,2021,2010,11,
광진구,광장동,65~69세,1617,1615,2,
광진구,광장동,70~74세,1079,1076,3,
광진구,광장동,75~79세,667,666,1,
광진구,광장동,80~84세,537,537,-,
광진구,광장동,85~89세,380,380,-,
광진구,광장동,90~94세,150,149,1,
광진구,광장동,95~99세,46,46,-,
광진구,광장동,100세 이상,4,4,-,
광진구,자양1동,합계,22679,21747,932,
광진구,자양1동,0~4세,270,263,7,
광진구,자양1동,5~9세,379,366,13,
광진구,자양1동,10~14세,594,568,26,
광진구,자양1동,15~19세,753,728,25,
광진구,자양1동,20~24세,1497,1338,159,
광진구,자양1동,25~29세,2676,2558,118,
광진구,자양1동,30~34세,2438,2357,81,
광진구,자양1동,35~39세,1609,1538,71,
광진구,자양1동,40~44세,1562,1503,59,
광진구,자양1동,45~49세,1545,1484,61,
광진구,자양1동,50~54세,1709,1642,67,
광진구,자양1동,55~59세,1827,1720,107,
광진구,자양1동,60~64세,1708,1625,83,
광진구,자양1동,65~69세,1483,1446,37,
광진구,자양1동,70~74세,949,939,10,
광진구,자양1동,75~79세,745,742,3,
광진구,자양1동,80~84세,565,564,1,
광진구,자양1동,85~89세,266,262,4,
광진구,자양1동,90~94세,78,78,-,
광진구,자양1동,95~99세,25,25,-,
광진구,자양1동,100세 이상,1,1,-,
광진구,자양2동,합계,24376,24045,331,
광진구,자양2동,0~4세,581,575,6,
광진구,자양2동,5~9세,636,620,16,
광진구,자양2동,10~14세,812,799,13,
광진구,자양2동,15~19세,855,851,4,
광진구,자양2동,20~24세,1152,1124,28,
광진구,자양2동,25~29세,2067,2033,34,
광진구,자양2동,30~34세,2305,2262,43,
광진구,자양2동,35~39세,1868,1847,21,
광진구,자양2동,40~44세,1767,1730,37,
광진구,자양2동,45~49세,1765,1740,25,
광진구,자양2동,50~54세,1956,1930,26,
광진구,자양2동,55~59세,1930,1898,32,
광진구,자양2동,60~64세,1952,1927,25,
광진구,자양2동,65~69세,1758,1743,15,
광진구,자양2동,70~74세,1239,1235,4,
광진구,자양2동,75~79세,778,776,2,
광진구,자양2동,80~84세,571,571,-,
광진구,자양2동,85~89세,261,261,-,
광진구,자양2동,90~94세,102,102,-,
광진구,자양2동,95~99세,18,18,-,
광진구,자양2동,100세 이상,3,3,-,
광진구,자양3동,합계,27273,26927,346,
광진구,자양3동,0~4세,804,796,8,
광진구,자양3동,5~9세,998,991,7,
광진구,자양3동,10~14세,1126,1123,3,
광진구,자양3동,15~19세,1198,1189,9,
광진구,자양3동,20~24세,1535,1497,38,
광진구,자양3동,25~29세,1937,1891,46,
광진구,자양3동,30~34세,1911,1877,34,
광진구,자양3동,35~39세,1965,1920,45,
광진구,자양3동,40~44세,2139,2108,31,
광진구,자양3동,45~49세,2028,1996,32,
광진구,자양3동,50~54세,2319,2300,19,
광진구,자양3동,55~59세,2166,2141,25,
광진구,자양3동,60~64세,2073,2049,24,
광진구,자양3동,65~69세,1872,1856,16,
광진구,자양3동,70~74세,1221,1215,6,
광진구,자양3동,75~79세,803,802,1,
광진구,자양3동,80~84세,581,580,1,
광진구,자양3동,85~89세,374,373,1,
광진구,자양3동,90~94세,178,178,-,
광진구,자양3동,95~99세,35,35,-,
광진구,자양3동,100세 이상,10,10,-,
광진구,자양4동,합계,23314,19670,3644,
광진구,자양4동,0~4세,364,341,23,
광진구,자양4동,5~9세,404,347,57,
광진구,자양4동,10~14세,413,363,50,
광진구,자양4동,15~19세,528,467,61,
광진구,자양4동,20~24세,1694,1043,651,
광진구,자양4동,25~29세,2778,2045,733,
광진구,자양4동,30~34세,2382,2117,265,
광진구,자양4동,35~39세,1672,1428,244,
광진구,자양4동,40~44세,1512,1299,213,
광진구,자양4동,45~49세,1342,1127,215,
광진구,자양4동,50~54세,1768,1500,268,
광진구,자양4동,55~59세,2005,1603,402,
광진구,자양4동,60~64세,1914,1655,259,
광진구,자양4동,65~69세,1642,1506,136,
광진구,자양4동,70~74세,1123,1070,53,
광진구,자양4동,75~79세,836,827,9,
광진구,자양4동,80~84세,540,538,2,
광진구,자양4동,85~89세,272,271,1,
광진구,자양4동,90~94세,96,95,1,
광진구,자양4동,95~99세,25,25,-,
광진구,자양4동,100세 이상,4,3,1,
동대문구,회기동,합계,13564,10256,3308,
동대문구,회기동,0~4세,119,111,8,
동대문구,회기동,5~9세,172,168,4,
동대문구,회기동,10~14세,288,287,1,
동대문구,회기동,15~19세,555,480,75,
동대문구,회기동,20~24세,3309,1821,1488,
동대문구,회기동,25~29세,2809,1537,1272,
동대문구,회기동,30~34세,1220,932,288,
동대문구,회기동,35~39세,616,546,70,
동대문구,회기동,40~44세,561,534,27,
동대문구,회기동,45~49세,602,579,23,
동대문구,회기동,50~54세,668,647,21,
동대문구,회기동,55~59세,560,543,17,
동대문구,회기동,60~64세,491,484,7,
동대문구,회기동,65~69세,459,456,3,
동대문구,회기동,70~74세,359,358,1,
동대문구,회기동,75~79세,296,295,1,
동대문구,회기동,80~84세,259,258,1,
동대문구,회기동,85~89세,152,151,1,
동대문구,회기동,90~94세,50,50,-,
동대문구,회기동,95~99세,16,16,-,
동대문구,회기동,100세 이상,3,3,-,
동대문구,휘경1동,합계,15739,13233,2506,
동대문구,휘경1동,0~4세,277,267,10,
동대문구,휘경1동,5~9세,306,301,5,
동대문구,휘경1동,10~14세,336,330,6,
동대문구,휘경1동,15~19세,548,476,72,
동대문구,휘경1동,20~24세,2895,1829,1066,
동대문구,휘경1동,25~29세,2789,1803,986,
동대문구,휘경1동,30~34세,1358,1147,211,
동대문구,휘경1동,35~39세,869,808,61,
동대문구,휘경1동,40~44세,883,858,25,
동대문구,휘경1동,45~49세,688,672,16,
동대문구,휘경1동,50~54세,898,878,20,
동대문구,휘경1동,55~59세,933,924,9,
동대문구,휘경1동,60~64세,767,757,10,
동대문구,휘경1동,65~69세,670,667,3,
동대문구,휘경1동,70~74세,524,520,4,
동대문구,휘경1동,75~79세,427,427,-,
동대문구,휘경1동,80~84세,331,330,1,
동대문구,휘경1동,85~89세,168,167,1,
동대문구,휘경1동,90~94세,53,53,-,
동대문구,휘경1동,95~99세,16,16,-,
동대문구,휘경1동,100세 이상,3,3,-,
동대문구,휘경2동,합계,25366,24166,1200,
동대문구,휘경2동,0~4세,372,362,10,
동대문구,휘경2동,5~9세,526,518,8,
동대문구,휘경2동,10~14세,766,758,8,
동대문구,휘경2동,15~19세,1242,1209,33,
동대문구,휘경2동,20~24세,3381,2879,502,
동대문구,휘경2동,25~29세,3217,2845,372,
동대문구,휘경2동,30~34세,1959,1848,111,
동대문구,휘경2동,35~39세,1319,1269,50,
동대문구,휘경2동,40~44세,1429,1401,28,
동대문구,휘경2동,45~49세,1532,1515,17,
동대문구,휘경2동,50~54세,1883,1865,18,
동대문구,휘경2동,55~59세,1693,1679,14,
동대문구,휘경2동,60~64세,1542,1528,14,
동대문구,휘경2동,65~69세,1471,1461,10,
동대문구,휘경2동,70~74세,1124,1120,4,
동대문구,휘경2동,75~79세,881,881,-,
동대문구,휘경2동,80~84세,593,593,-,
동대문구,휘경2동,85~89세,314,314,-,
동대문구,휘경2동,90~94세,95,94,1,
동대문구,휘경2동,95~99세,24,24,-,
동대문구,휘경2동,100세 이상,3,3,-,
동대문구,청량리동,합계,19051,18403,648,
동대문구,청량리동,0~4세,240,235,5,
동대문구,청량리동,5~9세,312,302,10,
동대문구,청량리동,10~14세,403,399,4,
동대문구,청량리동,15~19세,483,471,12,
동대문구,청량리동,20~24세,1031,864,167,
동대문구,청량리동,25~29세,1404,1261,143,
동대문구,청량리동,30~34세,1228,1175,53,
동대문구,청량리동,35~39세,1016,973,43,
동대문구,청량리동,40~44세,1086,1058,28,
동대문구,청량리동,45~49세,1040,1005,35,
동대문구,청량리동,50~54세,1419,1387,32,
동대문구,청량리동,55~59세,1582,1540,42,
동대문구,청량리동,60~64세,1846,1810,36,
동대문구,청량리동,65~69세,1956,1939,17,
동대문구,청량리동,70~74세,1412,1398,14,
동대문구,청량리동,75~79세,1068,1066,2,
동대문구,청량리동,80~84세,860,859,1,
동대문구,청량리동,85~89세,434,433,1,
동대문구,청량리동,90~94세,176,173,3,
동대문구,청량리동,95~99세,50,50,-,
동대문구,청량리동,100세 이상,5,5,-,
동대문구,용신동,합계,40672,38807,1865,
동대문구,용신동,0~4세,837,816,21,
동대문구,용신동,5~9세,1026,1005,21,
동대문구,용신동,10~14세,951,931,20,
동대문구,용신동,15~19세,1013,984,29,
동대문구,용신동,20~24세,3123,2600,523,
동대문구,용신동,25~29세,4764,4328,436,
동대문구,용신동,30~34세,4289,4074,215,
동대문구,용신동,35~39세,3283,3155,128,
동대문구,용신동,40~44세,3106,3007,99,
동대문구,용신동,45~49세,2530,2460,70,
동대문구,용신동,50~54세,2984,2915,69,
동대문구,용신동,55~59세,2887,2815,72,
동대문구,용신동,60~64세,2827,2737,90,
동대문구,용신동,65~69세,2415,2371,44,
동대문구,용신동,70~74세,1657,1642,15,
동대문구,용신동,75~79세,1268,1261,7,
동대문구,용신동,80~84세,976,974,2,
동대문구,용신동,85~89세,534,531,3,
동대문구,용신동,90~94세,161,160,1,
동대문구,용신동,95~99세,37,37,-,
동대문구,용신동,100세 이상,4,4,-,
동대문구,제기동,합계,25491,22886,2605,
동대문구,제기동,0~4세,360,337,23,
동대문구,제기동,5~9세,374,358,16,
동대문구,제기동,10~14세,494,480,14,
동대문구,제기동,15~19세,786,672,114,
동대문구,제기동,20~24세,3049,1939,1110,
동대문구,제기동,25~29세,3132,2425,707,
동대문구,제기동,30~34세,2047,1802,245,
동대문구,제기동,35~39세,1387,1289,98,
동대문구,제기동,40~44세,1311,1258,53,
동대문구,제기동,45~49세,1269,1219,50,
동대문구,제기동,50~54세,1678,1624,54,
동대문구,제기동,55~59세,1832,1782,50,
동대문구,제기동,60~64세,1842,1801,41,
동대문구,제기동,65~69세,1882,1865,17,
동대문구,제기동,70~74세,1374,1365,9,
동대문구,제기동,75~79세,1154,1151,3,
동대문구,제기동,80~84세,870,870,-,
동대문구,제기동,85~89세,478,478,-,
동대문구,제기동,90~94세,142,141,1,
동대문구,제기동,95~99세,24,24,-,
동대문구,제기동,100세 이상,6,6,-,
동대문구,전농1동,합계,33622,32742,880,
동대문구,전농1동,0~4세,839,821,18,
동대문구,전농1동,5~9세,1044,1024,20,
동대문구,전농1동,10~14세,1083,1068,15,
동대문구,전농1동,15~19세,1115,1096,19,
동대문구,전농1동,20~24세,2423,2212,211,
동대문구,전농1동,25~29세,2881,2667,214,
동대문구,전농1동,30~34세,2662,2557,105,
동대문구,전농1동,35~39세,2245,2171,74,
동대문구,전농1동,40~44세,2497,2448,49,
동대문구,전농1동,45~49세,2280,2250,30,
동대문구,전농1동,50~54세,2783,2760,23,
동대문구,전농1동,55~59세,2661,2624,37,
동대문구,전농1동,60~64세,2553,2527,26,
동대문구,전농1동,65~69세,2255,2233,22,
동대문구,전농1동,70~74세,1529,1522,7,
동대문구,전농1동,75~79세,1217,1212,5,
동대문구,전농1동,80~84세,860,859,1,
동대문구,전농1동,85~89세,492,489,3,
동대문구,전농1동,90~94세,168,168,-,
동대문구,전농1동,95~99세,29,28,1,
동대문구,전농1동,100세 이상,6,6,-,
동대문구,전농2동,합계,18115,17600,515,
동대문구,전농2동,0~4세,375,373,2,
동대문구,전농2동,5~9세,517,509,8,
동대문구,전농2동,10~14세,693,690,3,
동대문구,전농2동,15~19세,777,759,18,
동대문구,전농2동,20~24세,1073,922,151,
동대문구,전농2동,25~29세,1116,1004,112,
동대문구,전농2동,30~34세,1179,1087,92,
동대문구,전농2동,35~39세,1076,1018,58,
동대문구,전농2동,40~44세,1236,1210,26,
동대문구,전농2동,45~49세,1299,1288,11,
동대문구,전농2동,50~54세,1596,1585,11,
동대문구,전농2동,55~59세,1528,1518,10,
동대문구,전농2동,60~64세,1498,1490,8,
동대문구,전농2동,65~69세,1381,1378,3,
동대문구,전농2동,70~74세,993,991,2,
동대문구,전농2동,75~79세,744,744,-,
동대문구,전농2동,80~84세,595,595,-,
동대문구,전농2동,85~89세,326,326,-,
동대문구,전농2동,90~94세,93,93,-,
동대문구,전농2동,95~99세,17,17,-,
동대문구,전농2동,100세 이상,3,3,-,
동대문구,답십리2동,합계,27290,26942,348,
동대문구,답십리2동,0~4세,734,727,7,
동대문구,답십리2동,5~9세,743,732,11,
동대문구,답십리2동,10~14세,773,767,6,
동대문구,답십리2동,15~19세,882,875,7,
동대문구,답십리2동,20~24세,1249,1202,47,
동대문구,답십리2동,25~29세,1768,1706,62,
동대문구,답십리2동,30~34세,2250,2207,43,
동대문구,답십리2동,35~39세,2088,2044,44,
동대문구,답십리2동,40~44세,1964,1938,26,
동대문구,답십리2동,45~49세,1737,1711,26,
동대문구,답십리2동,50~54세,2173,2159,14,
동대문구,답십리2동,55~59세,2281,2255,26,
동대문구,답십리2동,60~64세,2337,2315,22,
동대문구,답십리2동,65~69세,2089,2085,4,
동대문구,답십리2동,70~74세,1562,1561,1,
동대문구,답십리2동,75~79세,1141,1140,1,
동대문구,답십리2동,80~84세,906,906,-,
동대문구,답십리2동,85~89세,441,441,-,
동대문구,답십리2동,90~94세,138,138,-,
동대문구,답십리2동,95~99세,32,31,1,
동대문구,답십리2동,100세 이상,2,2,-,
동대문구,장안1동,합계,37814,37026,788,
동대문구,장안1동,0~4세,829,815,14,
동대문구,장안1동,5~9세,1063,1044,19,
동대문구,장안1동,10~14세,1253,1235,18,
동대문구,장안1동,15~19세,1244,1216,28,
동대문구,장안1동,20~24세,1821,1704,117,
동대문구,장안1동,25~29세,3098,2938,160,
동대문구,장안1동,30~34세,3328,3244,84,
동대문구,장안1동,35~39세,2815,2736,79,
동대문구,장안1동,40~44세,3036,2987,49,
동대문구,장안1동,45~49세,2871,2820,51,
동대문구,장안1동,50~54세,3018,2972,46,
동대문구,장안1동,55~59세,2850,2790,60,
동대문구,장안1동,60~64세,2925,2893,32,
동대문구,장안1동,65~69세,2742,2726,16,
동대문구,장안1동,70~74세,1987,1977,10,
동대문구,장안1동,75~79세,1435,1433,2,
동대문구,장안1동,80~84세,944,944,-,
동대문구,장안1동,85~89세,390,388,2,
동대문구,장안1동,90~94세,141,140,1,
동대문구,장안1동,95~99세,20,20,-,
동대문구,장안1동,100세 이상,4,4,-,
동대문구,장안2동,합계,33361,32958,403,
동대문구,장안2동,0~4세,970,964,6,
동대문구,장안2동,5~9세,1429,1423,6,
동대문구,장안2동,10~14세,1490,1481,9,
동대문구,장안2동,15~19세,1399,1390,9,
동대문구,장안2동,20~24세,1584,1533,51,
동대문구,장안2동,25~29세,2203,2136,67,
동대문구,장안2동,30~34세,2473,2419,54,
동대문구,장안2동,35~39세,2452,2396,56,
동대문구,장안2동,40~44세,3056,3011,45,
동대문구,장안2동,45~49세,2688,2666,22,
동대문구,장안2동,50~54세,2726,2704,22,
동대문구,장안2동,55~59세,2415,2390,25,
동대문구,장안2동,60~64세,2305,2284,21,
동대문구,장안2동,65~69세,2230,2225,5,
동대문구,장안2동,70~74세,1577,1574,3,
동대문구,장안2동,75~79세,1148,1147,1,
동대문구,장안2동,80~84세,760,759,1,
동대문구,장안2동,85~89세,317,317,-,
동대문구,장안2동,90~94세,124,124,-,
동대문구,장안2동,95~99세,14,14,-,
동대문구,장안2동,100세 이상,1,1,-,
동대문구,이문1동,합계,24403,20881,3522,
동대문구,이문1동,0~4세,615,587,28,
동대문구,이문1동,5~9세,539,520,19,
동대문구,이문1동,10~14세,595,585,10,
동대문구,이문1동,15~19세,1071,991,80,
동대문구,이문1동,20~24세,4710,3156,1554,
동대문구,이문1동,25~29세,3434,2270,1164,
동대문구,이문1동,30~34세,1997,1692,305,
동대문구,이문1동,35~39세,1442,1301,141,
동대문구,이문1동,40~44세,1352,1284,68,
동대문구,이문1동,45~49세,1275,1220,55,
동대문구,이문1동,50~54세,1556,1527,29,
동대문구,이문1동,55~59세,1329,1295,34,
동대문구,이문1동,60~64세,1124,1108,16,
동대문구,이문1동,65~69세,1085,1072,13,
동대문구,이문1동,70~74세,712,711,1,
동대문구,이문1동,75~79세,619,616,3,
동대문구,이문1동,80~84세,540,539,1,
동대문구,이문1동,85~89세,292,292,-,
동대문구,이문1동,90~94세,92,91,1,
동대문구,이문1동,95~99세,20,20,-,
동대문구,이문1동,100세 이상,4,4,-,
동대문구,이문2동,합계,19288,18592,696,
동대문구,이문2동,0~4세,392,385,7,
동대문구,이문2동,5~9세,567,550,17,
동대문구,이문2동,10~14세,680,676,4,
동대문구,이문2동,15~19세,815,802,13,
동대문구,이문2동,20~24세,1494,1216,278,
동대문구,이문2동,25~29세,1436,1262,174,
동대문구,이문2동,30~34세,1192,1142,50,
동대문구,이문2동,35~39세,1097,1055,42,
동대문구,이문2동,40~44세,1306,1273,33,
동대문구,이문2동,45~49세,1286,1268,18,
동대문구,이문2동,50~54세,1633,1621,12,
동대문구,이문2동,55~59세,1621,1598,23,
동대문구,이문2동,60~64세,1415,1404,11,
동대문구,이문2동,65~69세,1360,1352,8,
동대문구,이문2동,70~74세,1060,1057,3,
동대문구,이문2동,75~79세,864,863,1,
동대문구,이문2동,80~84세,647,646,1,
동대문구,이문2동,85~89세,314,313,1,
동대문구,이문2동,90~94세,84,84,-,
동대문구,이문2동,95~99세,22,22,-,
동대문구,이문2동,100세 이상,3,3,-,
동대문구,답십리1동,합계,28174,27731,443,
동대문구,답십리1동,0~4세,933,924,9,
동대문구,답십리1동,5~9세,1157,1145,12,
동대문구,답십리1동,10~14세,1068,1056,12,
동대문구,답십리1동,15~19세,880,874,6,
동대문구,답십리1동,20~24세,1490,1439,51,
동대문구,답십리1동,25~29세,2373,2274,99,
동대문구,답십리1동,30~34세,2629,2580,49,
동대문구,답십리1동,35~39세,2394,2344,50,
동대문구,답십리1동,40~44세,2636,2602,34,
동대문구,답십리1동,45~49세,1992,1975,17,
동대문구,답십리1동,50~54세,2051,2018,33,
동대문구,답십리1동,55~59세,1984,1946,38,
동대문구,답십리1동,60~64세,1894,1875,19,
동대문구,답십리1동,65~69세,1666,1659,7,
